Conversation	Speaker	Transcript
Spoken3	User	Okay , great . <refexp id='brown.25'> That </refexp> sounds right .
Spoken3	Clerk	Okay , and the expiration is today ?
Spoken3	User	Yeah , yeah . So , process it soon , please .
Spoken3	Clerk	Yeah . Okay . Sounds good .
Spoken3	User	Uh huh .
Spoken3	Clerk	Okay , so we , you should expect a driver at 123 --
Spoken3	User	Just , just a question , I 'm sorry . I do n't think I gave you my address
Spoken3	Clerk	Oh , that ’ s right , sorry .
Spoken3	User	I think you told me your address .
Spoken3	Clerk	I told you my address . Wow , I was going to deliver <ref id='brown.26'> pizza </ref> to me .
Spoken3	User	Yeah .
Spoken3	Clerk	Where , where can we deliver <refexp id='brown.26'> it </refexp> to ?
Spoken3	User	So I live at 123 road .
Spoken3	Clerk	Okay <ref id='brown.27'> 123 road </ref> . Is <refexp id='brown.27'> that </refexp> , Is <refexp id='brown.27'> that </refexp> <address> 123 road “ this ” road or 123 road “ </address> that ” road , you know ,
Spoken3	User	<refexp id='brown.27'> It </refexp> 's --
Spoken3	Clerk	They ’ re similar roads .
Spoken3	User	It 's sort of like three towns over , it 'll be about a <quant> three </quant> hour drive .
Spoken3	Clerk	Oh ,  <ref id='brown.28'> <quant> three </quant> hour drive </ref> --
Spoken3	User	Is <refexp id='brown.28'> that </refexp> alright ?
Spoken3	Clerk	I -- actually -- we do n't deliver that far . I 'm sorry .
Spoken3	User	Oh gosh . Oh no . Could you --
Spoken3	Clerk	You could pick <refexp id='brown.26'> it </refexp> up .
Spoken3	User	Okay , sure . I 'll come . I 'll come <modality> pick <refexp id='brown.26'> it </refexp> up </modality> .
Spoken3	Clerk	But also we should have a location closer to you if you wan na call <ref id='brown.29'> this number </ref> , <refexp id='brown.29'> it </refexp> ’ s 12312345 , they should be a closer location .
Spoken3	User	Okay , I 'll , I 'll try <refexp id='brown.29'> that </refexp> out . I 'll see if they also sell sauce pizzas .
Spoken3	Clerk	Okay , so I will cancel that payment for that pizza .
Spoken3	User	Yeah , thanks .
Spoken3	Clerk	So you should n't expect a charge for those --
Spoken3	User	Okay , great .
Spoken3	Clerk	-- that half sauce pizza .
Spoken3	User	You 've been so helpful . Thank you so much .
Spoken3	Clerk	Okay , thank you so much . Have a great day . Good luck with your pizza .
Spoken3	User	You too , thank you , bye .
Spoken4	User	Hello .
Spoken4	Clerk	Hi , this is , <refexp id='brown.30'> this </refexp> is <ref id='brown.30'> the pizza place </ref> . Uh , can I , what can I get you ?
Spoken4	User	Hi . Yeah . This is gon na be a big order . Do you have like a pen or something ?
Spoken4	Clerk	Yeah , yeah .
Spoken4	User	So it 's going to be four pizzas all large . And <refexp id='brown.31'> one </refexp> is going to be <ref id='brown.31'> a vegetarian pizza </ref> . <refexp id='brown.32'> One </refexp> is going to be <ref id='brown.32'> a <pizza_type> cheese </pizza_type> pizza </ref>. <refexp id='brown.33'> One </refexp> is <ref id='brown.33'> <topping> pepperoni </topping> </ref> . And then <refexp id='brown.34'> the last one </refexp> . Can I get <ref id='brown.34'> half <pizza_type> vegetarian half pepperoni </pizza_type> </ref> ?
Spoken4	Clerk	Yeah . I got <refexp id='brown.34'> that </refexp> .
Spoken4	User	Okay , awesome . Can you can you repeat that back to me to make sure
Spoken4	Clerk	I got it don ’ t worry .
Spoken4	User	Okay .
Spoken4	Clerk	That ’ ll be $ 50 .
Spoken4	User	Okay , actually . Can I switch the <pizza_type> cheese </pizza_type> pizza to <ref id='brown.35'> sausage </ref> .
Spoken4	Clerk	Sure , we can do that .
Spoken4	User	And make sure <refexp id='brown.35'> that </refexp> 's large right
Spoken4	Clerk	Yes .
Spoken4	User	Okay . And can I get that delivered ?
Spoken4	Clerk	Yeah , we do <ref id='brown.36'> delivery </ref> . What is your address ?
Spoken4	User	Does <refexp id='brown.36'> that </refexp> cost any extra ?
Spoken4	Clerk	Yeah , <refexp id='brown.36'> it </refexp> 'll be 10 bucks extra
Spoken4	User	Ooh , I 'll go ahead and pick it up then .
Spoken4	Clerk	So , um , do you know where <ref id='brown.37'> our store </ref> 's located ?
Spoken4	User	Yeah , <refexp id='brown.37'> it </refexp> 's , <refexp id='brown.37'> it </refexp> 's <ref id='brown.38'> that one right off of 123 road </ref> , right ?
Spoken4	Clerk	Yeah , <refexp id='brown.38'> it </refexp> that one .
Spoken4	User	Okay , gotcha . Yeah , so do I pay now or
Spoken4	Clerk	Oh yeah , since you 're coming in . Why do n't you pay when you come in , it 'll be easier .
Spoken4	User	Okay , gotcha . When -- When can I pick it up ?
Spoken4	Clerk	It 'll take us about 30 minutes . So come in half and hour .
Spoken4	User	Okay . Sounds good . Thank you .
Spoken4	Clerk	Yep , no problem . Bye .
Spoken5	User	Hello , is this the pizza place ?
Spoken5	Clerk	Hi , yes it is . Let me , let me tell you about our specials . First of all , just in case . So first of all , we have a <pizza_type> meat lovers </pizza_type> pizza . There 'll be a <size> large </size> for only $ 10 wait $ 8 .
Spoken5	User	Okay .
Spoken5	Clerk	We have <topping> pepperoni ham sausage bacon </topping> , all the meats . And then if you 're if you do n't like meat , we do also have a vegan pizza . If you want <ref id='brown.39'> other vegetables </ref> . We can go get <refexp id='brown.39'> them </refexp> . You know , we 're right next to the market . So , yeah .
Spoken5	User	Awesome .
Spoken5	Clerk	Go ahead and place your order , whatever you want . If you want one of the specials , you can have one of the specials . If you want to just make your own pizza , I guess you could do that too . That 'd be fine .
Spoken5	User	I suppose . Can I , can I order now .
Spoken5	Clerk	Yes , go ahead .
Spoken5	User	Okay , do you guys do tuna on pizza ?
Spoken5	Clerk	We did n't . But as I mentioned , there is a supermarket right next to us . So I 'll go and grab you a can of tuna but you ’ ll have to pay that cost .
Spoken5	User	That 's fine tuna is like 10 cents . Right ?
Spoken5	Clerk	Yes .
Spoken5	User	Sorry , I just like <ref id='brown.40'> tuna </ref> , <refexp id='brown.40'> it </refexp> ’ s my favorite
Spoken5	Clerk	Like do you like <refexp id='brown.40'> it </refexp> raw ?
Spoken5	User	Like sushi ? <ref id='brown.41'> Sushi pizza </ref> . <refexp id='brown.41'> That </refexp> 'd be cool . You guys should do <refexp id='brown.41'> that </refexp> .
Spoken5	Clerk	I 'll take <refexp id='brown.41'> that </refexp> into account . I 'll think about <refexp id='brown.41'> it </refexp> . But right now , you just want tuna ?
Spoken5	User	A can of tuna and then the other half vegan , because I 'm vegan , but
Spoken5	Clerk	That 's so interesting . Yes . Okay . Yeah , I 'm not , I 'm not here to judge
Spoken5	User	Yeah , thank you .
Spoken5	Clerk	You 're my valued customer .
Spoken5	User	What sizes of pizzas , again , sorry .
Spoken5	Clerk	We have , we have small , medium , large and extra large .
Spoken5	User	Okay , I 'll do a <size> large </size> pizza with , like I said , half tuna and half vegan .
Spoken5	Clerk	So do you want the <pizza_type> cheese </pizza_type> on the tuna half and half to be vegan cheese or ?
Spoken5	User	Oh , yeah , yeah .
Spoken5	Clerk	Okay , okay . So that does make sense . Yeah .
Spoken5	User	Yeah .
Spoken5	Clerk	Do you have any other pizzas , just for <quant> one </quant>
Spoken5	User	Yeah , I think just the one
Spoken5	Clerk	Okay . All right . So you 're getting a <ref id='brown.42'> <size> large </size> pizza all <pizza_type> vegan cheese </pizza_type> </ref> and then a can of tuna on half of <refexp id='brown.41'> it </refexp> . Do you want us to use the whole can of tuna or ?
Spoken5	User	Do whatever looks good .
Spoken5	Clerk	Okay . And if there 's any leftover tuna in the can will just give you the can .
Spoken5	User	That 's awesome . Score .
Spoken5	Clerk	That 's great . And so you do n't want any of our specials , you know , either of them . We have the vegan special .
Spoken5	User	No .
Spoken5	Clerk	No . Okay . All right . All right , let me know if you change your mind . We do n't do delivery . So you 're gon na have to come pick <refexp id='brown.41'> i </refexp> up .
Spoken5	User	Oh really ?
Spoken5	Clerk	Yeah . Is that , is that all right ?
Spoken5	User	Is <ref id='brown.42'> your place </ref> off of 345 road ?
Spoken5	Clerk	Yeah yeah yeah if you just put <refexp id='brown.42'> it </refexp> in Google Maps , <refexp id='brown.42'> it </refexp> 'll take you right there . Gotcha . Yep . Okay , great . So <ref id='brown.43'> a <size> large </size> pizza </ref> tuna on half all <pizza_type> vegan cheese </pizza_type> . You 're going to come pick <refexp id='brown.43'> it </refexp> up <refexp id='brown.43'> it </refexp> 'll be about give us 20 minutes . Then you can come on over . Okay . Okay . Sounds good . Alright . Have a good day .
Spoken5	User	Okay , goodbye .
Spoken6	User	High is this PizzaPizza ?
Spoken6	Clerk	Ah , hi , hi , yes it is . What can I get you ?
Spoken6	User	I need <quant> three </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas here as soon as possible .
Spoken6	Clerk	Okay , so , so <quant> three </quant> <size> medium </size> <pizza_type> as- </pizza_type>
Spoken6	User	Soon as possible .
Spoken6	Clerk	Okay . As soon as possible , so <ref id='brown.44'> <quant> three </quant> <size> medium </size> </ref> .
Spoken6	User	Yeah , can I just pay
Spoken6	Clerk	Yeah , sure , sure . <refexp id='brown.44'> That </refexp> 'll be <ref id='brown.45'> $ <numeric> 20 </numeric> </ref>
Spoken6	User	Okay , <refexp id='brown.45'> that </refexp> 's pretty expensive for <quant> three </quant> pizzas . Do n't you think ? Can I get a discount ?
Spoken6	Clerk	Sorry no , you can go somewhere else if you don ’ t agree .
Spoken6	User	That 's super unfair . I think
Spoken6	Clerk	I really ca n't help you . <refexp id='brown.45'> That </refexp> ’ s the cost .
Spoken6	User	There 's no coupons or no nothing .
Spoken6	Clerk	Um , if you get <ref id='brown.46'> our <pizza_type> meat lover special </pizza_type> </ref> which also has meat on <refexp id='brown.46'> it </refexp> like you asked . <refexp id='brown.46'> That </refexp> 'll be a-
Spoken6	User	But I just want <ref id='brown.47'> <pizza_type> pepperoni </pizza_type> </ref>.
Spoken6	Clerk	<refexp id='brown.47'> It <refexp id='brown.47'> 's gon na be $ <numeric> 20 </numeric>
Spoken6	User	Man , I do n't have time for this . Three pizzas for $ <numeric> 20 </numeric>
Spoken6	Clerk	Okay . <ref id='brown.48'> Three medium <topping> sausage </topping> pizza </ref> . Yeah , okay . We can deliver <refexp id='brown.48'> it </refexp> . <refexp id='brown.48'> That </refexp> 'll be an extra $ <numeric> 10 </numeric>
Spoken6	User	yeah sure whatever
Spoken6	Clerk	OK , so now your total comes to $ 30 going to pay now or ?
Spoken6	User	Pay now is good . So that I can hurry up .
Spoken6	Clerk	Okay . All right . What 's your card number .
Spoken6	User	<numeric> 12345 </numeric>
Spoken6	Clerk	Okay , great . Yeah . When does your card expire ?
Spoken6	User	<numeric> 1/20 </numeric>
Spoken6	Clerk	Okay , cool
Spoken6	User	Yeah .
Spoken6	User	My pin is <ref id='brown.49'> <numeric> 3333 </numeric> </ref>.
Spoken6	Clerk	I don ’ t think you should be giving out over the phone , but <refexp id='brown.49'> that </refexp> sounds great .
Spoken6	User	Don ’ t tell me what to do . The customer is always right yeah
Spoken6	Clerk	So , okay , we 'll be giving you <ref id='brown.50'> <quant> three </quant> <size> medium </size> <pizza_type> sausage </pizza_type> pizza </ref> for $ 30 . We ’ ll deliver <refexp id='brown.50'> it </refexp> .
Spoken6	User	Make <refexp id='brown.50'> it </refexp> on the double , like
Spoken6	Clerk	What it is , well , yeah , what 's your address .
Spoken6	User	123 road
Spoken6	Clerk	Okay , so we 'll show up at 123 road in in <ref id='brown.51'> <time> 20 minutes </time> </ref> . Hopefully <refexp id='brown.51'> that </refexp> 's fast enough for you .
Spoken6	User	Okay , you better be faster .
Spoken6	Clerk	Okay , great .
Spoken6	User	Okay , goodbye .
Spoken6	Clerk	All right , bye .
Text1	Clerk	Welcome to pizza.com , where we get you the perfectly crafted pizza of your dreams .
Text1	User	Hi can i have pizza
Text1	Clerk	Okay , What kind of pizza ?
Text1	User	I ’ m <numeric> five </numeric>
Text1	Clerk	Five pizzas ?
Text1	User	Okay
Text1	Clerk	What kind of pizza for each ?
Text1	User	I like cheese pizza best
Text1	Clerk	So 5 <pizza_type> cheese </pizza_type> pizzas ?
Text1	User	Yes ! ! ! !
Text1	Clerk	Okay what size ? Small/med/large
Text1	User	The biggest please
Text1	Clerk	Okay <ref id='brown.52'> <quant> 5 </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizzas </ref> , <refexp id='brown.52'> that </refexp> will be 100 dollars
Text1	User	I don ’ t think i have money
Text1	Clerk	Okay , how will you pay for the pizzas ?
Text1	User	I think my mom can pay
Text1	Clerk	Okay , When should we have the pizzas ready ?
Text1	User	Now !
Text1	Clerk	Okay now will be in <time> 30 minutes </time> , and what name should we put down ?
Text1	User	My name is <name> bob </name>
Text1	Clerk	Okay bob , we will have your pizzas ready in <time> 30 minutes </time> and you will pay on arrival .
Text1	User	Okay
Text1	Clerk	Goodbye !
Text1	User	Bye ! ! ! ! : )
Text2	Clerk	Hello and welcome to the Pizza Place , how can I help you ?
Text2	User	Hi , I ’ m new to ordering online , what do I do ?
Text2	Clerk	Great ! Just tell me what size pizza , what toppings you ’ d like , and whether you want to do delivery or pickup .
Text2	User	Did you see my message , sorry I am old .
Text2	Clerk	That ’ s okay , yes I got your message . What size pizza do you want ?
Text2	User	<quant> 1 </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizza and <quant> 1 </quant> <size> large </size> <pizza_type> ham </pizza_type> pizza please and thank you
Text2	Clerk	Okay great , <ref id='brown.53'> <quant> 1 </quant> <size> large </size> <pizza_type> cheese </pizza_type> and <quant> 1 </quant> <size> large </size> <pizza_type> ham </pizza_type> </ref> . Is <refexp id='brown.53'> that </refexp> all ?
Text2	User	Yes , thank you . Where should I pick <refexp id='brown.53'> it </refexp> up ?
Text2	Clerk	You can pick <refexp id='brown.53'> it </refexp> up at 123 Road , or we can deliver <refexp id='brown.53'> it </refexp> to you .
Text2	User	Oh wow you deliver ! Technology is wild these days . Deliver <refexp id='brown.53'> it </refexp> to me , please .
Text2	Clerk	Okay , we just need your address .
Text2	User	123 road off of <numeric> 456 </numeric>
Text2	Clerk	Okay , great . Your total is $ 20 , how would you like to pay ?
Text2	User	Real paper money , none of that plastic card money please .
Text2	Clerk	Okay , you can pay our driver when they come to drop the pizza off . Unless you have any other questions , you ’ re good to go !
Text2	User	Thank you robot person .
Text2	Clerk	No problem .
Text3	Clerk	Welcome to best pizza ever , how may I take your order ?
Text3	User	Do you guys not take phone orders anymore ?
Text3	Clerk	No
Text3	User	Okay fine . I want <ref id='brown.54'> <quant> 3 </quant> pizzas </ref>.
Text3	Clerk	Okay , what kind ?
Text3	User	All just <pizza_type> cheese </pizza_type> , no toppings . <refexp id='brown.54'> That </refexp> ’ s all .
Text3	Clerk	Okay
Text3	User	How do I get the pizzas ? Are you going to ask me to pay ?
Text3	Clerk	Yes <refexp id='brown.54'> it </refexp> costs $ <numeric> 20 </numeric>
Text3	User	Okay , well , I want to pay with card but I ’ m not going to put my card info into an online chatbox . How can I pay ?
Text3	Clerk	You can pay our delivery person when they arrive .
Text3	User	I don ’ t want them to know my card info either . Can I <modality> pick up </modality> <ref id='brown.55'> the pizza </ref> ?
Text3	Clerk	Yes
Text3	User	Okay when will <refexp id='brown.55'> it </refexp> be ready ?
Text3	Clerk	<refexp id='brown.55'> It </refexp> will take around 30 minutes , and you will pay when you get to BestPizzaEver
Text3	User	Okay I ’ m actually sitting outside so I ’ ll come in to wait .
Text3	Clerk	Okay come inside in <time> 30 minutes </time> . Thanks !
Text3	User	Okay bye
Text4	Clerk	Welcome to our pizza website , would you like to hear our specials ?
Text4	User	Yes , please !
Text4	Clerk	Okay , we have <ref id='brown.56'> the Meat Lovers Pizza and the Vegan Pizza </ref>.
Text4	User	Yum , sounds good . I ’ ll have <ref id='brown.57'> <quant> one </quant> of <refexp id='brown.56'> each </refexp> </ref>.
Text4	Clerk	Okay , <refexp id='brown.57'> that </refexp> ’ ll be $ 2 . How would you like to pay ?
Text4	User	$ 2 per pizza or total ?
Text4	Clerk	Total , each pizza is $ 1 . How would you like to pay ?
Text4	User	Can I pay with bitcoin ?
Text4	Clerk	Yes , we actually just set up our bitcoin payment processing yesterday . <refexp id='brown.57'> That </refexp> will be .000002 bitcoin .
Text4	User	Awesome , I will transfer the funds . When can I expect the pizza to be delivered ?
Text4	Clerk	It depends on where you live . Can I have your address ?
Text4	User	654 lane !
Text4	Clerk	Great , you live about 20 minutes away from our location , so once <ref id='brown.58'> the pizzas </ref> are done in <time> 30 min </time> , we ’ ll send <refexp id='brown.58'> them </refexp> right over . <refexp id='brown.58'> It </refexp> ’ ll be about 50 minutes .
Text4	User	Sounds good , thanks !
Text4	Clerk	No , thank you !
