Conversation	Speaker	Transcript
Spoken3	Clerk	Okay . Ham pizza . Plus . Sorry , you said <topping> olives </topping> ?
Spoken3	User	Yes , yes , <topping> black olives </topping> .
Spoken3	Clerk	Okay . Black olives . Alright . So let- just let me read this back to you quick . So you 're getting <quant> three </quant> <size> large </size> pizzas . Umm . One is a <topping> ham </topping> pizza with <topping> provo- provolone </topping> , sorry , one regular pizza . Excuse me . One regular pizza that has <topping> ham </topping> and <topping> provolone </topping> and <topping> olives </topping> . Umm . One mozzarella pizza with the <crust> gluten free </crust> crust . Umm . One third pizza . Uhh , what was <refexp id='reid.9'>the third pizza</refexp> ?
Spoken3	User	Uhh meat lovers , meat lovers .
Spoken3	Clerk	Meat lovers , okay , <refexp id='reid.9'>that</refexp> 's what <refexp id='reid.9'>that</refexp> was . So one meat lovers pizza , and what size was <refexp id='reid.9'>that one</refexp> ? <refexp id='reid.9'>That one</refexp> was large as well .
Spoken3	User	Yes , yes .
Spoken3	Clerk	Umm . So then we got ten drinks . We got two root beers , <quant> two </quant> colas , six mineral waters . Uhh , we got nine desserts , <quant> three </quant> of each of our current inventory , which is . Three chocolate cake slicks , umm . Three cookies and three- <quant> three </quant> brownies . Alright . Umm . Was there anything else you needed ?
Spoken3	User	Uh yeah , and then uh , uh some sides so uh . <pizza_type> Four- four cheese </pizza_type> sticks and <quant> two </quant> green salads .
Spoken3	Clerk	Okay , <pizza_type> four cheese </pizza_type> sticks . And three salads . Those were the uhh green salads , right ?
Spoken3	User	Yeah -
Spoken3	Clerk	Yes .
Spoken3	User	- yeah .
Spoken3	Clerk	Alright , cool . Umm , that 's going to come out to about , oops , sorry , were you looking for <modality> delivery </modality> or <modality> pick up </modality> today ?
Spoken3	User	Uh , <modality> pick up </modality> . I- I 'll pick <refexp id='reid.10'>that</refexp> up .
Spoken3	Clerk	Okay , so it 's pick up . So your grand total is going to come out to about , sorry , to exactly two hunderd and sixteen dollars . Umm . What was your name ?
Spoken3	User	Uh Jane Doe
Spoken3	Clerk	Jane Doe . Alright . Just so you know , it 's going to take about . Probably about half an hour .
Spoken3	User	Alright .
Spoken3	Clerk	Okay , is there anything else ?
Spoken3	User	Uh no , tha- that 's it today , thank you .
Spoken3	Clerk	Alright , thank you very much . See you then .
Spoken4	Clerk	Generic pizza place , this is Jane . How can I help you today ?
Spoken4	User	Hey Jane , I 'd like <ref id='reid.11'>a <size> large </size> <pizza_type> pepperoni </pizza_type> pizza</ref> , and can I add <topping> sausage </topping> to <refexp id='reid.11'>that</refexp> ?
Spoken4	Clerk	Mhm , uh , yeah , of course .
Spoken4	User	And-
Spoken4	Clerk	Large-
Spoken4	User	-I would also like , um , oh sorry , but I would like a green salad as well .
Spoken4	Clerk	Mhm .
Spoken4	User	And-
Spoken4	Clerk	Alright .
Spoken4	User	-that will be all .
Spoken4	Clerk	Ok , that 's all for today . So that 's a <size> large </size> <pizza_type> pepperoni </pizza_type> pizza with <topping> sausage </topping> and a green salad . Would you like a thin , regular , deep dish or gluten free crust with that ?
Spoken4	User	Oh , sorry , just regular .
Spoken4	Clerk	Regular , okay .
Spoken4	User	Yes .
Spoken4	Clerk	Give me one minute to total that up for you . Would you like delivery or <modality> pick up </modality> today , sir .
Spoken4	User	Um , I 'm going to pick <refexp id='reid.12'>it</refexp> up .
Spoken4	Clerk	Okay . Alright , your total for today will be 29.50 , um , and <refexp id='reid.12'>that</refexp> should be ready in about <time> 15 minutes </time> . Could I get your name quickly ?
Spoken4	User	Uh , John Smith ?
Spoken4	Clerk	John Smith . Alright , we 'll see you soon .
Spoken4	User	Alright , thank you . Bye .
Spoken5	Clerk	Thank you for calling generic pizza place , how can I help you today ?
Spoken5	User	Uh , hey , what kind of meats do you guys have ?
Spoken5	Clerk	We have <topping> pepperoni </topping> , <topping> ham </topping> , <topping> bacon </topping> , and <topping> sausage </topping> .
Spoken5	User	Okay , um , just give me one second . Ok , could I have <quant> two </quant> <size> large </size> pizzas , um , deep dish , <refexp id='reid.13'>one one</refexp> is <crust> deep dish </crust> , um . Can I have a <pizza_type> pepperoni </pizza_type> <crust> deep dish </crust> pizza , so <refexp id='reid.14'>the large one</refexp> is pep- , just <topping> pepperoni </topping> and <topping> cheese </topping> , uh , and then <refexp id='reid.15'>the other one</refexp> can I have , um , <topping> cheddar cheese </topping> , uh , <topping> bacon </topping> , and <topping> ham </topping> ?
Spoken5	Clerk	Sure , we can do that . Um , is that all you would like today ?
Spoken5	User	Um , can I get a drink ? Can I get like a , you got like diet coke or like root beer or like-
Spoken5	Clerk	We have cola and we have root beer .
Spoken5	User	Okay , could I get a root beer .
Spoken5	Clerk	Sure . Alright , give me a second to total that . Uh , are you doing delivery or <modality> pick up </modality> today ?
Spoken5	User	Uh , <modality> delivery </modality> today .
Spoken5	Clerk	Alright . So your total will be , uh , $ 44 . Um-
Spoken5	User	Okay .
Spoken5	Clerk	-and that will take about 20 minutes to get to you . Uh , could I get your name ?
Spoken5	User	Uh , my name is John Smith .
Spoken5	Clerk	Great . Alright , I have that all set , um , thank you so much for calling .
Spoken5	User	Okay , thank you .
Spoken6	Clerk	Hello , this is generic pizza place , uh , what can I get you today ?
Spoken6	User	Uh , hi , what comes on your , um , vegetarian , or <pizza_type> veggie supreme </pizza_type> pizza ?
Spoken6	Clerk	Uh , our <pizza_type> veggie supreme </pizza_type> is mozzarella , <topping> green peppers </topping> , <topping> red onions </topping> , <topping> mushrooms </topping> , and <topping> black olives </topping> .
Spoken6	User	Ah , black <topping> olives </topping> , okay . Um , so , can I get , uh , <quant> two </quant> <size> small </size> <pizza_type> four cheese </pizza_type> pizzas , um , on <crust> thin </crust> crust , um , can I get <quant> one </quant> <size> large </size> <pizza_type> veggie supreme </pizza_type> with <quant> no </quant> <topping> black olives </topping> , uh , can I get like a side of bread sticks and then can I get <quant> three </quant> drinks , I 'd like two orange soda and one lemon soda . Did you get all that ?
Spoken6	Clerk	Uh , yeah , um , okay . Uh , would you like delivery or <modality> pick up </modality> ?
Spoken6	User	Uh , yeah , I 'd like , I 'm just gon na come in and pick <refexp id='reid.16'>it</refexp> up .
Spoken6	Clerk	Okay , uh , could I get your phone number and name for your account ?
Spoken6	User	Uh , so my name is John Smith , and it should be under the number 123-456-7890 .
Spoken6	Clerk	Okay , your total will be , uh , 81 dollars , that should be ready in about <time> 25 minutes </time> ?
Spoken6	User	Okay , um , yeah , that sounds good .
Spoken6	Clerk	Thank you for calling .
Spoken6	User	Alright , bye .
Text1	Clerk	Hello , welcome to generic pizza place ! How can I help you ?
Text1	User	Hi , could I get a thin crust pizza with mozz and <topping> ham </topping> ?
Text1	Clerk	Sure ! What size pizza would you like ? We have small , medium , and <size> large </size> pizzas .
Text1	User	Small , I think . Actually , no , make that a <size> medium </size> .
Text1	Clerk	Sounds good . Did you want to add a size of breadsticks ? Or maybe a drink ?
Text1	User	I think I 'm good , no thanks .
Text1	Clerk	Are you planning on picking <refexp id='reid.17'>it</refexp> up here , or would you like <refexp id='reid.17'>it</refexp> delivered ?
Text1	User	Delivered please .
Text1	Clerk	Okay . That will be $ 16 . What is your name ?
Text1	User	Jane Doe
Text1	Clerk	Okay , thanks . You should expect your order to arrive in about <time> 25 minutes </time> . Thank you !
Text1	User	Thank you !
Text2	Clerk	Hey , welcome to generic pizza place . What can I get you .
Text2	User	Hi , I would like <ref id='reid.18'>a <size> small </size> <pizza_type> regular crust pepperoni </pizza_type> pizza</ref> . How much would <refexp id='reid.18'>that</refexp> be ?
Text2	Clerk	A <size> small </size> <pizza_type> reg crust pepperoni </pizza_type> would be 14 .
Text2	User	Great . Do you have root beer ?
Text2	Clerk	We do . How many did you want ? Just one ?
Text2	User	Yes please .
Text2	Clerk	Alright so I 've got a <size> small </size> <pizza_type> regular pepperoni </pizza_type> pizza and one root beer . That 'll be 17.50 . Did you want it pick <refexp id='reid.19'>it</refexp> up here , or did you want <refexp id='reid.19'>it</refexp> delivered ?
Text2	User	Perfect , I will pick <refexp id='reid.19'>it</refexp> up . When will <refexp id='reid.19'>it</refexp> be ready ?
Text2	Clerk	It 's pretty empty right now , so it 'll be done in about ten minutes .
Text2	User	Great , I will be there in about <numeric> 10 </numeric> minutes . Thank you .
Text2	Clerk	Okay cool . What was your name ?
Text2	User	Oh right , it 's Jane Doe .
Text2	Clerk	Okay Jane Doe . We 'll see you in about ten minutes then . Bye now .
Text2	User	Goodbye .
Text3	Clerk	Good morning ! I mean , good evening ! Man it 's gotten late already . Anyways , this is generic pizza place ; how can I help you ?
Text3	User	Hi , can I get a <pizza_type> cheese </pizza_type> pizza ?
Text3	Clerk	Absolutely . What size did you want ?
Text3	User	Small , please .
Text3	Clerk	Alrighty . A <size> small </size> <pizza_type> cheese </pizza_type> pizza . Anything else I can get you ? Bread sticks ? A salad ? Drinks ?
Text3	User	Oh , um , I 'd like a drink .
Text3	Clerk	Sure ! What would you like ? We have cola , root beer , orange soda , lemon soda , and mineral water right now .
Text3	User	Hmm , lemon soda please .
Text3	Clerk	Okay , a lemon soda . Anything else I can get you ?
Text3	User	No , that 's it , thank you .
Text3	Clerk	Alrighty . That 'll be $ 15 . Your name ?
Text3	User	Jane Doe .
Text3	Clerk	Okay . Cool . Now , did you want <refexp id='reid.20'>it</refexp> delivered , or were you planning on picking <refexp id='reid.20'>it</refexp> up ?
Text3	User	I 'll <modality> pick up </modality> .
Text3	Clerk	Sounds good . <refexp id='reid.20'>It</refexp> should be ready in around a half an hour . See you then !
Text3	User	Thank you !
Text4	User	Hi , is this generic pizza place ?
Text4	Clerk	Hi , yeah , this is generic pizza place . This is Max Mustermann speaking , what can I get you ?
Text4	User	Great ! Can I get a <size> large </size> <crust> deep dish </crust> pizza with <topping> sausage </topping> , <topping> bacon </topping> , <topping> provolone </topping> , <topping> red onions </topping> , <topping> mushrooms </topping> , <topping> black olives </topping> , and , did I say bacon ? If not , bacon too .
Text4	Clerk	Umm yeah , sure . A <size> large </size> <crust> deep dish </crust> pizza with <topping> bacon </topping> , <topping> sausage </topping> , <topping> provolone </topping> , <topping> onions </topping> , <topping> mushrooms </topping> , and <topping> olives </topping> , right ?
Text4	User	Uh , yeah , that 's right ! And a side of cheese sticks too .
Text4	Clerk	Okay . So unfortunately we 're currently out of olives . Did you want to substitute them for something else ? Or just get the pizza without them ?
Text4	User	Oh , yeah , sure , could you substitute green peppers then ?
Text4	Clerk	Yeah , sure . So a <size> large </size> <crust> deep dish </crust> pizza with <topping> bacon </topping> , <topping> sausage </topping> , <topping> onions </topping> , <topping> mushrooms </topping> , <topping> olives </topping> , <topping> green peppers </topping> , with <topping> provolone cheese </topping> , and then a side of breadsticks . Did you want something to drink ?
Text4	User	Um , side of cheese sticks , not breadsticks please . And no , nothing to drink .
Text4	Clerk	Oops , right , thanks for catching that . Okay then , what was your name , and were you planning on picking up ?
Text4	User	It 's Jane Doe , and yes , I 'll <modality> pick up </modality> .
Text4	Clerk	Sounds good . It should be ready in about <time> 25 minutes </time> , give or take . See you then .
Text4	User	Great , thank you .
Text4	Clerk	Bye then .
Text5	Clerk	Hello , this is general pizza place . Just so you know ahead of time , we 've got about 45 minutes of orders ahead of you right now . So if that 's okay with you , what can I get you ?
Text5	User	Sure , no problem . Could I get a <pizza_type> 4 cheese </pizza_type> pizza without the <topping> swiss </topping> , and add green pepper ?
Text5	Clerk	Yeah , sure . What size ?
Text5	User	Medium , please .
Text5	Clerk	Okay . So a <size> medium </size> <pizza_type> 4 cheese </pizza_type> pizza , no Swiss , add green peppers . Anything else ?
Text5	User	Yeah , I 'd like a cola as well .
Text5	Clerk	Alright , one cola . Did you want <refexp id='reid.21'>it</refexp> delivered ?
Text5	User	Yeah , that would be best .
Text5	Clerk	Okay , your name and number ?
Text5	User	Jane Doe , 555-1234 .
Text5	Clerk	Okay , thanks . It should be arriving in about <numeric> 45 </numeric> minutes , give or take . Thanks for calling , goodbye .
Text6	Clerk	Hi ! This is generic pizza place . What can I get you today ?
Text6	User	I need <quant> two </quant> <size> medium </size> pizzas , one <pizza_type> veggie supreme </pizza_type> and one meat lovers .
Text6	Clerk	Okay , <quant> two </quant> <size> medium </size> pizzas , one veggie and one meat lovers . Was there anything else ?
Text6	User	One minute , let me double check . Ok , I also need one orange soda and one ginger ale , and that should be everything .
Text6	Clerk	Okay , an orange soda and ginger ale . We 're you looking to get <refexp id='reid.22'>it</refexp> delivered ?
Text6	User	No , I 'll <modality> pick up </modality> . About when should it be ready ?
Text6	Clerk	Alright . It should be ready in probably about 30 minutes . Just give me a second to ring it up . That 'll be $ 53 . Your name ?
Text6	User	Jane Doe . I think the number on my account is 555-1234 .
Text6	Clerk	Okay yep , there it is . Okay , thanks , and we 'll see you soon .
Text6	User	Great , thanks .
Text7	Clerk	Hello . Welcome to generic pizza place what can I get you ?
Text7	User	Hi , this is Jane Doe . What size is your small pizza ?
Text7	Clerk	Our small pizza is <numeric> 10 </numeric> inches . Or medium is <numeric> 12 </numeric> and our large is <numeric> 14 </numeric> .
Text7	User	Ok , could I get <ref id='reid.23'>a <size> small </size> <crust> deep dish </crust> pizza</ref> ?
Text7	Clerk	Sure . What did you want on <refexp id='reid.23'>it</refexp> ?
Text7	User	Let 's see , <topping> green peppers </topping> , <topping> red onion </topping> , <topping> mushrooms </topping> , and <topping> sausage </topping> definitely . What kinds of cheese do you have ?
Text7	Clerk	So we 've got four different kinds of cheeses . Mozzarella , <topping> cheddar </topping> , <topping> swiss </topping> , and <topping> provolone </topping> . They 're all the same price .
Text7	User	Ok , um , I 'll do mozzarella then .
Text7	Clerk	Okay , so a <size> small </size> <crust> deep dish </crust> pizza with with <topping> mozzarella cheese </topping> , <topping> green peppers </topping> , <topping> red onions </topping> , <topping> mushrooms </topping> and <topping> sausage </topping> . Did you want any bread sticks ? They 're half off until the end of the month .
Text7	User	No , not today , but I 'll keep that in mind !
Text7	Clerk	Okay then . Before delivery , that 'll be $ 21 . Did you want to pick <refexp id='reid.24'>it</refexp> up yourself , or get <refexp id='reid.25'>it</refexp> delivered ?
Text7	User	I 'll pick <refexp id='reid.24'>it</refexp> up . Also , could I set <refexp id='reid.24'>this</refexp> as my preferred order ?
Text7	Clerk	Yeah , sure . What was your name ?
Text7	User	Jane Doe , and the number on my account is 555-1234 .
Text7	Clerk	Okay , just give me a second . Okay , everything been updated and you 're good to go . It should be ready in about <time> 15 minutes </time> .
Text7	User	Thank you , have a nice day !
Text7	Clerk	Thank you !
Text8	Clerk	Hello . What can I get you ?
Text8	User	Hi , I 'd like to get my preferred order please .
Text8	Clerk	Okay , your name ?
Text8	User	I think the name on the account is Jane Doe .
Text8	Clerk	Yep , here it is . So it looks like your preferred order is <ref id='reid.25'>a <size> medium </size> <pizza_type> meat lovers </pizza_type></ref> without <topping> ham </topping> and a caesar salad , is that correct ?
Text8	User	Yes , that 's correct . Could I get <refexp id='reid.25'>that</refexp> plus a lemon soda today please ?
Text8	Clerk	Sure . That 'll be $ 40 . Are you picking you today ?
Text8	User	How is the timing on pick-up versus delivery right now ?
Text8	Clerk	You 're next for <modality> delivery </modality> , as soon as our driver gets back from his current drop-off , he 'll be able to take yours over . He should be back before your pizza is done cooking , about <numeric> 10 </numeric> minutes .
Text8	User	I 'll do <modality> delivery </modality> then .
Text8	Clerk	Okay . Looks like you should be getting <reffexp id='reid.25'>it</reffexp> in about <time> 20 minutes </time> then .
Text8	User	Great , thank you so much .
Text9	Clerk	Hi . This is generic pizza place .
Text9	User	Hey , can I get <quant> three </quant> <size> large </size> <pizza_type> 4 cheese </pizza_type> pizzas and <quant> three </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas ?
Text9	Clerk	Okay . Did you want anything to drink ?
Text9	User	No , no drinks . Can I also get four orders of bread sticks and four of cheese sticks though ?
Text9	Clerk	Sure . Just so you know , this is all going to take about 40 minutes to prepare , is that okay ?
Text9	User	Yeah , no problem .
Text9	Clerk	Okay . Pick up ?
Text9	User	Um , can I get delivery ?
Text9	Clerk	Sure . Your name and number ?
Text9	User	Jane Doe , 555-1234 . It 's not to the address on my account , I can give you the delivery address ?
Text9	Clerk	Okay , hold on , give me a second . Okay , your delivery address then ?
Text9	User	<address> 123 Street St. , Citytown , Stateplace 12345 </address>
Text9	Clerk	Okay , got it . That 'll be $ 183 .
Text9	User	Cool , thanks .
Text9	Clerk	Thank you .
Text10	Clerk	Hi . This is generic pizza place . What can I get you .
Text10	User	Ok so , what is the cheapest pizza you sell ?
Text10	Clerk	The cheapest possible pizza you can get is a <size> small </size> <pizza_type> plain </pizza_type> pizza . And I mean plain . Only the bread and pizza sauce . No cheese . That would cost $ 10 . However , the <size> small </size> <pizza_type> cheese </pizza_type> pizza is $ 11.50 .
Text10	User	Uh , right , ok . I 'd like a <size> small </size> <pizza_type> plain </pizza_type> pizza then .
Text10	Clerk	Okay . No cheese right ?
Text10	User	Yeah , no <topping> cheese </topping> .
Text10	Clerk	Okay . I take it there 's nothing else ?
Text10	User	Yeah , just that .
Text10	Clerk	Okay . Did you want to pick <refexp id='reid.26'>it</refexp> up ? Delivery is $ 3 .
Text10	User	Oh , right , yeah I 'll pick <refexp id='reid.26'>it</refexp> up .
Text10	Clerk	Okay . Your name ?
Text10	User	Jane Doe .
Text10	Clerk	Okay Jane . It should be ready in about <time> 20 minutes </time> .
Text10	User	Great .
Text11	Clerk	Hello , this is generic pizza place . How can I help you today ?
Text11	User	Hey , I 'd like a <size> large </size> <pizza_type> pepperoni </pizza_type> and <topping> sausage </topping> pizza .
Text11	Clerk	Sure , that 's a <size> large </size> <pizza_type> pepperoni </pizza_type> and <topping> sausage </topping> pizza . What kind of crust would you like ? We do thin , regular , deep dish , and <crust> gluten free </crust> .
Text11	User	Just regular please .
Text11	Clerk	Great , regular crust . Would you like any sides , drinks , or desserts today ?
Text11	User	No thank you .
Text11	Clerk	Alright , no extras today . Is your order pick-up or <modality> delivery </modality> ?
Text11	User	Pick up .
Text11	Clerk	Great , your total today is $ 19.50 . Could I get your name and phone number ?
Text11	User	It 'll be under John Smith . 123-456-7890
Text11	Clerk	Great , thank you John . Your order should be ready in about <time> 15 minutes </time> .
Text11	User	Okay , thanks .
Text12	Clerk	Generic pizza place , this is Jane ! Could I get your name ?
Text12	User	John Smith .
Text12	Clerk	One moment please . Great , I have you here . What can I get for you today , John ?
Text12	User	I 'd like an <size> extra large </size> pizza with <topping> spinach </topping> .
Text12	Clerk	We unfortunately do n't have spinach . Our veggie options are <topping> pineapple </topping> , <topping> green peppers </topping> , <topping> red onions </topping> , <topping> mushrooms </topping> , and <topping> black olives </topping> . Would you like to substitute <reffexp id='reid.27'>one of those</reffexp> , John ?
Text12	User	Oh . No , its okay . Just a <pizza_type> cheese </pizza_type> pizza then . The spinach makes me feel healthier , but I can do a cheat day . Can I also get a coke ?
Text12	Clerk	Sure , <ref id='reid.29'>one</ref> cheese pizza and a coke . Would you like delivery or pick-up , John ?
Text12	User	I 'm going to pick <refexp id='reid.28'>it</refexp> up . When will <refexp id='reid.28'>it</refexp> be ready ? Also , can I actually add some <side> bread sticks </side> ? Actually , how much are they ?
Text12	Clerk	Bread sticks are $ 7 .
Text12	User	Hmm . Okay . Actually , can you make <refexp id='reid.29'>it</refexp> a <size> medium </size> , and add bread sticks ?
Text12	Clerk	Sure , no problem . So that 's a <size> medium </size> <pizza_type> cheese </pizza_type> pizza , a coke , and bread sticks for <modality> pick up </modality> , John ?
Text12	User	Yup .
Text12	Clerk	Great , the total will be $ 24 , and it should be ready in about <numeric> 10 </numeric> minutes .
Text12	User	Excellent . I 'm on my way already . I 'll see you in a minute . Thanks .
Text13	Clerk	Hello , welcome to generic pizza place . This is Jane , what can I get you today ?
Text13	User	Hey , this is John Smith . I 'll take my usual please .
Text13	Clerk	Sure , give me one moment . So your usual is <ref id='reid.30'>a <size> large </size> <pizza_type> mozzarella </pizza_type> , mushroom , and <topping> bacon </topping> <crust> deep dish </crust> pizza , a root beer , and a slice of cheesecake</ref> , right ?
Text13	User	Yep . And I 'd like <refexp id='reid.30'>it</refexp> delivered please . How long will it be ?
Text13	Clerk	We have a few deliveries out right now , so it will be about half an hour . Is that okay ?
Text13	User	No that 's okay , I 'll just pick <refexp id='reid.30'>it</refexp> up .
Text13	Clerk	Alright , your total will be $ 31 . It should be ready in about <time> 15 minutes </time> . Anything else you need today ?
Text13	User	Cool . No thanks , see you then .
Text14	User	Hi , I 'll be there in about <quant> 5 </quant> minutes . Do you have any pizza ready to go ? I do n't have a lot of time .
Text14	Clerk	<ref id='reid.31'>Our thin crust pizza</ref> with just cheese can cook in <time> five minutes </time> . Would <refexp id='reid.31'>that</refexp> work for you ?
Text14	User	Okay I 'll take <refexp id='reid.31'>that</refexp> . My name is John Smith , and it 'll be for <modality> pick up </modality> obviously .
Text14	Clerk	Alright , would you like a <size> small </size> , medium , or <size> large </size> ?
Text14	User	Just small .
Text14	Clerk	Ok , that will be $ 11.50 , we will see you in a few minutes .
Text14	User	Thanks .
Text15	Clerk	Generic pizza place , this is Jane .
Text15	User	Hi . How many bread sticks come with a typical bread stick order ?
Text15	Clerk	There are five bread sticks in an order .
Text15	User	Hmm . Okay . I 'll take 8 orders of bread sticks then . How much does a salad cost ? Also , can I get a side of pizza sauce for the bread sticks , or does that cost extra ?
Text15	Clerk	Our green salads are $ 10 and our Caesar salads are $ 12 . The bread sticks come with a sauce .
Text15	User	Your salads are $ 10 ? No thanks . Just the bread sticks then .
Text15	Clerk	Delivery or <modality> pick up </modality> ?
Text15	User	Delivery . Will it take long ?
Text15	Clerk	It will take about 15 minutes . Your total is $ 59 . Could I get your name ?
Text15	User	Well okay . My name is John Smith .
Text15	Clerk	Thank you for calling , your order will be there soon .
Text16	Clerk	Thank you for calling generic pizza place , what can I get you today ?
Text16	User	Hi . I 'd like two pizzas . <quant> One </quant> <size> large </size> <pizza_type> meat lovers </pizza_type> without the <topping> ham </topping> or <topping> bacon </topping> , and <quant> one </quant> <size> medium </size> <crust> deep dish </crust> <pizza_type> pepperoni </pizza_type> .
Text16	Clerk	Alright , that 's <ref id='reid.32'><quant> one </quant> <size> large </size> <crust> deep dish </crust> <pizza_type> meat lovers </pizza_type></ref> without <topping> ham </topping> or <topping> bacon </topping> , and <quant> one </quant> <size> medium </size> <crust> deep dish </crust> <pizza_type> pepperoni </pizza_type> . Is that correct ?
Text16	User	<refexp id='reid.32'>That meat lovers</refexp> is a regular crust right ?
