Conversation	Speaker	Transcript
Spoken 2	User	Hi um I 'm throwing <ref id='drizin.10'> a graduation party </ref> for my brother , um , <refexp id='drizin.10'> it </refexp> 's actually at the end of the week , but I 'm shopping around for prices now . Um , how much do you , how many pizzas Do you think I would need for <quant> 50 </quant> people ?
Spoken 2	Clerk	Ummm , say <ref id='drizin.11'> six or seven </ref> to be safe .
Spoken 2	User	Okay . Um , and what size would <refexp id='drizin.11'> those </refexp> need to be ?
Spoken 2	Clerk	Large
Spoken 2	User	Okay . Um , what is the price of your <size> large </size> pizzas and is this the store . I saw coupons online for ?
Spoken 2	User	Do you have any coupons or ?
Spoken 2	Clerk	We generally do n't . Um , we have <ref id='drizin.12'> a program </ref> for customers that come in a lot like rewards . So if you sign up for <refexp id='drizin.12'> that </refexp> and buy pizzas , you 'll get points .
Spoken 2	User	Hmm , okay . So , um , and also just , I just do n't even know like , what kinds of pizzas I should order for that many people . Um like , what do you think are like the favorites here ?
Spoken 2	Clerk	Most common order is plain , or <topping> pepperoni </topping>
Spoken 2	User	Just cheese or <pizza_type> pepperoni </pizza_type> ?
Spoken 2	Clerk	Yeah .
Spoken 2	User	Okay . Um , and so would <ref id='drizin.13'> plain </ref> be like a pizza with <quant> no </quant> toppings , or would <refexp id='drizin.13'> it </refexp> be the <pizza_type> four cheese </pizza_type> in the specialty pizzas , cuz both of those , are those both just <pizza_type> cheese </pizza_type> or is <ref id='drizin.14'> <numeric> four </numeric> <pizza_type> cheese </pizza_type> </ref>, um
Spoken 2	Clerk	Extra cheese .
Spoken 2	User	Okay . Extra cheese on <refexp id='drizin.14'> that </refexp> one . Um , and also we have <refexp id='drizin.15'> somebody </refexp> who 's allergic to dairy . <refexp id='drizin.16'> It </refexp> 's just one person , but I wan na
Spoken 2	Clerk	[ interrupt ] It 's allergy ? Sorry , what was <ref id='drizin.17'> the allergy </ref> ? You said allergy ? <refexp id='drizin.18'> That </refexp> 's important I have to go get a form . Hold on . Okay . Okay . What are the allergies ?
Spoken 2	User	Dairy , so they ca n't have any pizza with <pizza_type> cheese </pizza_type> . I was wondering if you have any just , like , red pizza without cheese for them ?
Spoken 2	Clerk	We have <ref id='drizin.19'> a vegan pizza </ref> .
Spoken 2	User	Okay . So , so then <refexp id='drizin.19'> that one </refexp> does n't have any cheese right ?
Spoken 2	Clerk	No , that 's what vegan is .
Spoken 2	User	Okay , so I 'm gon na have to get at least one of those
Spoken 2	Clerk	Anything else ?
Spoken 2	User	Yes . So how many , how many did you say I would need again six or seven ?
Spoken 2	Clerk	Yeah .
Spoken 2	User	Okay , this is okay so you have <ref id='drizin.20'> <quant> six </quant> specialty pizzas </ref> , but <refexp id='drizin.20'> that </refexp> was not the most popular . The most popular are just plain . So I think I 'm going to get <quant> one </quant> <pizza_type> vegan </pizza_type> , <quant> two </quant> <pizza_type> pepperoni </pizza_type> , um ... hmm , I do n't know . Should I get a plain pizza with <topping> pineapple </topping> , or should I get the Hawaiian pizza ?  It 's , it 's just so hard to know what what 's gon na work for <quant> 50 </quant> people
Spoken 2	User	Um no , I 'll go with <ref id='drizin.21'> the Hawaiian </ref> people know what <refexp id='drizin.21'> that </refexp> is . So , you know , hopefully there will be some people who like <refexp id='drizin.21'> that </refexp> .
Spoken 2	Clerk	Conversation starter .
Spoken 2	User	Yeah . Yeah , true . Um , but how many am I at right now like four ? Yeah , I think I 'm at four right ?
Spoken 2	Clerk	<ref id='drizin.22'> The Hawaiian , the vegan </ref> , <refexp id='drizin.22'> those </refexp> are the <quant> two </quant> I remember , I'm- I know you have Hawaiian and vegan .
Spoken 2	User	Okay , I think , I think I had <quant> two </quant> <pizza_type> pepperoni </pizza_type> as well . So I 'm gon na need more . What 's your favorite pizza here ?
Spoken 2	Clerk	Ooh , um , I mean , personally , I love <ref id='drizin.23'> the meat lovers </ref> , um , but with <topping> extra cheese </topping> . Um , but that 's just me . Um , uh , let 's see . Yeah , but I think , yeah , <refexp id='drizin.23'> that </refexp> 's my favorite . If you want to go for <refexp id='drizin.24'> that </refexp> and just , you got to know your audience , I guess , Or at least one of them . Yeah .
Spoken 2	User	Okay , so yeah , to have a <ref id='drizin.25'> vegan pizza meat lovers pizza </ref> would probably be a good idea too , um , what are the meats on <refexp id='drizin.25'> that pizza </refexp> ?
Spoken 2	Clerk	Gosh , um its <ref id='drizin.26'> <pizza_type> pepperoni </pizza_type> , <topping> ham </topping> , <topping> bacon </topping> and <topping> sausage </topping> </ref> .
Spoken 2	User	Okay , okay <refexp id='drizin.26'> that </refexp> 's- <refexp id='drizin.26'> that </refexp> should work . Um , there 's something for everybody there , right ?
Spoken 2	Clerk	Yeah .
Spoken 2	User	Okay . Um , and then ... hmm . I have , hmm ... two left to get to seven so I think I 'll get some more pizzas that are n't specialty that are just toppings .
Spoken 2	User	So I see some of your toppings cost more than others . Some are <cost> two dollars </cost> and some are a dollar fifty . Do you think it 's worth it to get kind of like the premium toppings ? Or I guess the , I guess the dollar fifty toppings are just <pizza_type> cheese </pizza_type> . So I guess I will have to spend that extra fifty cents for toppings wo n't I ? .
Spoken 2	Clerk	Yeah , yeah , it 's just I do n't know on , you know the other toppings are just , you know , more expensive . I do n't make the prices but
Spoken 2	User	Yeah um , they 're not necessarily better . Oh wow , the-the meat the <topping_type> meat </topping_type> toppings are even more expensive and wow okay so this is going to get expensive with <quant> seven </quant> pizzas , um , hmm .
Spoken 2	User	Cuz I 've just been like calling different restaurants comparing prices yours look like you have the best pizzas , so I think I 'm going to place an order with you , but I wan na kind of minimize the price . So I 'm gon na go for just <ref id='drizin.27'> the toppings that are <cost> two dollars </cost> </ref> um
Spoken 2	User	So <refexp id='drizin.27'> those </refexp> are <ref id='drizin.28'> <topping> pineapple </topping> , <topping> green peppers </topping> , <topping> red onions </topping> , <topping> mushrooms </topping> and <topping> black olives </topping> </ref> . Right ? So I want them ( Mmm ) <quant> two </quant> pizzas that just have all of <refexp id='drizin.28'> those things </refexp> on it .
Spoken 2	Clerk	All <refexp id='drizin.28'> those </refexp> ?
Spoken 2	User	Mm hmm .
Spoken 2	Clerk	You sure ?
Spoken 2	User	Mhm .
Spoken 2	Clerk	Okay . Anything else ?
Spoken 2	User	I 'm gon na need some sides . Also the pizza crust . Should-What , what , what do you think is the best ? <ref id='drizin.29'> Thin , regular , deep-dish </ref> or just like all combinations of <refexp id='drizin.29'> all of them </refexp> ?
Spoken 2	Clerk	I mean , I personally like thin and regular . Um , but , um , for a big party maybe <ref id='drizin.30'> regular </ref> .
Spoken 2	User	Okay . Yeah <refexp id='drizin.30'> that </refexp> 's a probably good idea , the- all the combinations . Those would get so confusing , and regular is-is much cheaper than <crust> deep dish </crust> so ( oh yeah )
Spoken 2	User	Yeah , I 'm going to go for <crust> regular </crust>
Spoken 2	User	And and the sides has to be large . ( okay )
Spoken 2	User	Okay , the sides , I will get <quant> two </quant> orders of each of the sides .
Spoken 2	Clerk	What else would you like ?
Spoken 2	User	Um
Spoken 2	User	I think I 'll also get <quant> three </quant> <beverage> colas </beverage> and <quant> two </quant> <beverage> orange sodas </beverage> .
Spoken 2	Clerk	And is this . So we have a size limit um for <modality> delivery </modality> . Once it gets this big it 's goes to catering , um , to- so- um , and there 's like a fee for catering , so do you want to go that way or just <modality> pick up </modality>
Spoken 2	User	I , I think I should <modality> pick up </modality> because is it- is this okay this is actually for-for Friday , which is like five or six days from now . Um , but I just wanted to call ahead and make sure this was all , you know I could that I could afford it for this party and that it um , that I would like <ref id='drizin.31'> the pizzas </ref> .
Spoken 2	Clerk	Friday 's fine . Yeah . Friday works
Spoken 2	User	[ overlapping ] Okay , I can- I can pick <refexp id='drizin.31'> it </refexp> up on Friday .
Spoken 2	Clerk	Uh what time
Spoken 2	User	Um , I think bout 3pm .
Spoken 2	Clerk	Alright , um , orders this size we need a deposit , um , at least like
Spoken 2	User	Twenty-five percent , um , unless you pay ahead of time .
Spoken 2	User	Like I can pay right now .
Spoken 2	Clerk	Okay , cool . Uh gim me one second , let me get uh the register . Okay . Your total is um , fifty-five forty-seven . Um and then when you 're ready , I just need the card information .
Spoken 2	User	Okay . So the card is mycard numbers one-two-three-four-five and the expiration is the end of the year .
Spoken 2	Clerk	Okay . You 're all set . Kay ?
Spoken 2	User	Perfect . So I can come <modality> pick <ref id='drizin.31'> this </ref> up </modality> <time> 3 pm Friday </time> .
Spoken 2	Clerk	See you then .
Spoken 2	User	Okay , Thank you .
Spoken 2	Clerk	Bye .
Spoken 3	Clerk	Hi this is Tony 's Pizza . I 'm Emily I 'm a new employee today and I'm-I 'm an employee in training , how can i help you ?
Spoken 3	User	Employee in training I love that oh that 's so good for you okay I 'll go easy on you today . Um I need a <size> large </size> <pizza_type> pepperoni </pizza_type> pizza uh I usually go with <crust> thin </crust> but like uh but deep dish but I-I could change it up no lets go with <crust> regular </crust> go with <crust> regular </crust> . Um uh <address> 2 cheese sticks 4 oranges and </address>
Spoken 3	Clerk	Right Hold on hold on hold on what was what was the pizza sorry I 'm just I 'm just new to writing these orders down ( ah right ) and I 'm keeping up today sorry
Spoken 3	User	Alright no worries . Um was a oh gosh large -- not <pizza_type> 4 cheese </pizza_type> -- <pizza_type> pepperoni </pizza_type> ! <pizza_type> Large pepperoni </pizza_type> is our usual
Spoken 3	Clerk	Okay okay . Um then so what else you said you wanted <ref id='drizin.32'> 4 oranges </ref> is <refexp id='drizin.32'> that </refexp> soda ?
Spoken 3	User	Yeah , yeah the the the orange soda um
Spoken 3	Clerk	Okay okay
Spoken 3	Clerk	And then <ref id='drizin.33'> cheese sticks </ref> um <refexp id='drizin.33'> that </refexp> 's what you said right not bread sticks ?
Spoken 3	User	Oh you know what ? Jeremy 's gon na want bread sticks um , get em for Jeremy . <address> Um 1 of bread sticks eh 2 bread sticks 2 cheese sticks </address>
Spoken 3	Clerk	Okay and so bread sticks are 7 dollars um I , I heard that earlier today but I just do n't remember how much the <pizza_type> cheese </pizza_type> sticks cost do you remember ?
Spoken 3	User	Uhhh they 're usually ... they 're a little more they 're <numeric> 9 </numeric>
Spoken 3	Clerk	Okay okay so so 7 , 7 , 9 and 9 , that 's gon na be , hold on I 'm new to math I this is my first job ever I 'm so sorry
Spoken 3	User	Awwwwww take your time
Spoken 3	Clerk	Um thank you so much . Okay um I think that 's gon na be <ref id='drizin.34'> 32 dollars </ref> do you know if <refexp id='drizin.34'> that </refexp> 's right ? ( uhhhh ) <refexp id='drizin.34'> That </refexp> 's just <refexp id='drizin.34'> that </refexp> 's just for the sides um so <refexp id='drizin.34'> that </refexp> 's not even the pizza ( uh so <refexp id='drizin.34'> that 's </refexp> ) so I just wan na confirm
Spoken 3	User	Uh that 's <ref id='drizin.35'> 4 sodas </ref> so <refexp id='drizin.35'> that </refexp> 's <numeric> 14 </numeric>
Spoken 3	Clerk	[ interrupt ] no i yeah I that was just the sides ( and then ) I did n't write down the sodas yet I 'm sorry
Spoken 3	User	<ref id='drizin.36'> 2 bread and 2 cheese </ref> so <refexp id='drizin.36'> that </refexp> 's 14 and 18 uhhh lem me get my calculator it 's been a long time for math me too
Spoken 3	Clerk	Yeah sorry the register 's just broken <ref id='drizin.37'> today </ref> and <refexp id='drizin.37'> it </refexp> 's my first day I just I just
Spoken 3	User	Oh you poor dear oh no okay 14 uhh it 's about 40 . Yeah it 's like 40 dollars
Spoken 3	Clerk	But and for the for the sides ? Or is that the drinks and the pizzas too ?
Spoken 3	User	That 's the sides and the drinks .
Spoken 3	Clerk	Okay and that was 4 orange sodas , right ?
Spoken 3	User	Yeah [ <address> 5 second pause ] </address>
Spoken 3	User	Hello ?
Spoken 3	Clerk	Yeah ?
Spoken 3	User	Oh okay sorry thought I lost you
Spoken 3	Clerk	That was that was 4 orange orange sodas , right ?
Spoken 3	User	Yeah
Spoken 3	Clerk	Okay okay . And and how much -- do you know how much those cost ?
Spoken 3	User	Uh usually get <quant> two </quant> and its 7 so whatever that works out to be
Spoken 3	Clerk	Okay so then so then 4 would be 14 right ? ( mhm ) Earlier earlier I 'm pretty sure the sides are 32 dollars and and the orange sodas if it 's if it 's four-fourteen for 4 of them that had to be more than 40 dollars right ?
Spoken 3	User	Well so Tony -- we 're longtime customers we have been coming to Tony 's Pizzeria for like 20 years um like our family and Tony 's family goes way back he usually takes off a little bit you know we 're valued customers um if you , you know , told Tony the next time you see him â€śoh Marsha orderedâ€ť â€śoh Marsha he knows Marshaâ€ť all about , you know he talks all about me so he usually takes a little bit off you know family discount kinda thing . ( okay I 'll ask him about it ) we 're like family . We 're like family .
Spoken 3	Clerk	Are you guys family or ?
Spoken 3	User	We 're friends of family you know .
Spoken 3	Clerk	Okay okay That 's really cool . How long have you known Tony ?
Spoken 3	User	Oh gosh i mean we were growing up as kids together we went to the same high school , I mean , you know , so long . 20-30 years at least
Spoken 3	Clerk	Yeah yeah I 'm just so glad tony offered me a job I-I mean he did n't even make me interview I 've been coming here a long time too but I-I just do n't have I only have my order memorized you know ? So I do n't know I do n't know ( Fair ) the prices I 'm sorry that 's just why it 's been so difficult today
Spoken 3	User	Do n't worry friends of Tony 's a friend of mine
Spoken 3	Clerk	Okay , yeah I feel the same way okay and then I st- oh gosh still have n't even um gotten your pizza yet . You wanted <ref id='drizin.38'> <pizza_type> pepperoni </pizza_type> </ref> and was <refexp id='drizin.38'> that </refexp> deep dish or regular ?
Spoken 3	User	Regular
Spoken 3	Clerk	Okay um , so then <refexp id='drizin.38'> that </refexp> should be d-did you want a <size> large </size> , or medium or small ?
Spoken 3	User	<ref id='drizin.39'> Large </ref>
Spoken 3	Clerk	Okay and you know <refexp id='drizin.39'> that </refexp> 's 14 inches .
Spoken 3	User	Mhm
Spoken 3	Clerk	Okay so <refexp id='drizin.38'> that </refexp> should be 14 dollars . And then in addition to the-the <ref id='drizin.40'> 40 dollars </ref> <refexp id='drizin.40'> that </refexp> should be <ref id='drizin.41'> your total order </ref> is <numeric> 54 dollars </numeric>
Spoken 3	User	Right
Spoken 3	Clerk	Okay and do you wan na pick <refexp id='drizin.41'> that </refexp> up or have <refexp id='drizin.41'> it </refexp> delivers for <quant> 3 </quant> <beverage> dollars </beverage>
Spoken 3	User	We 'll <modality> pick <refexp id='drizin.41'> it </refexp> up </modality>
Spoken 3	Clerk	Okay um do you wan na pay for <refexp id='drizin.41'> it </refexp> now or later ?
Spoken 3	User	I 'll pay for <refexp id='drizin.41'> it </refexp> once i come in ( okay okay ) get to meet the new employee
Spoken 3	Clerk	Yeah yeah I 'm excited to meet you too
Spoken 3	User	Great well see you then !
Spoken 3	Clerk	Alright bye
Spoken 3	User	Bye
Spoken 4	User	Ring ring ring
Spoken 4	Clerk	Hi ! Tony 's Pizza , how can I help you today ?
Spoken 4	User	Uh , I need four pizzas , uh , <refexp id='drizin.42'> first one </refexp> uh <ref id='drizin.42'> Hawaiian , <topping> pepperoni </topping> uh , mushroom , <topping> ham </topping> , <topping> sausage </topping> , deep dish , and a <size> large </size> </ref> . Um , and then <refexp id='drizin.43'> the next two </refexp> , uh , <ref id='drizin.43'> <pizza_type> pepperoni </pizza_type> </ref> , uh , extra <topping> provolone </topping> , both thin , medium , uh , uh , and throw on some , some <topping> mushrooms </topping> too . Uh , <refexp id='drizin.44'> last one </refexp> is , uh , <ref id='drizin.44'> gluten-free vegan </ref> , uh , we got a big allergy person here , uh , make <refexp id='drizin.44'> that </refexp> a <size> small </size> .
Spoken 4	Clerk	<ref id='drizin.45'> Sides </ref> ?
Spoken 4	User	Uh , <refexp id='drizin.45'> it </refexp> 's <numeric> three </numeric> breadsticks , uh , one cheese stick and a Caesar salad .
Spoken 4	Clerk	Drinks ?
Spoken 4	User	Uh , what do they want , uh , I could go with cola , uh , what 's , what 's , what 's your favorite ?
Spoken 4	Clerk	uh , orange soda .
Spoken 4	User	uh , I do n't think , I do n't think Julia really likes orange , so uh , uh is there , is there a special if I ordered , if I ordered two sodas ?
Spoken 4	Clerk	No .
Spoken 4	User	I do n't get like a , you know one for the price of , you know , buy two get one , nothing 's been , uh , nothing 's going on ?
Spoken 4	Clerk	Mmm mmm .
Spoken 4	User	uh , well what 's the size of <ref id='drizin.46'> the soda </ref> ?
Spoken 4	Clerk	Uh , <refexp id='drizin.46'> it </refexp> 's one soda , <refexp id='drizin.46'> it </refexp> 's in like a bottle , so
Spoken 4	User	I would imagine <refexp id='drizin.46'> it </refexp> 's in a bottle . Uh , big bottle , small bottle ?
Spoken 4	Clerk	Like a <size> large </size> <pizza_type> bottle </pizza_type> , a <size> large </size> <pizza_type> bottle </pizza_type> , so <refexp id='drizin.46'> it </refexp> can , <refexp id='drizin.46'> it </refexp> can serve , I do n't know , depending on how much you wan na drink , <refexp id='drizin.46'> it </refexp> 's like , honestly
Spoken 4	User	Like a two liter soda ?
Spoken 4	Clerk	yeah
Spoken 4	User	Not a <size> small </size> soda from a vending machine ?
Spoken 4	Clerk	Yeah , yeah , I would describe <refexp id='drizin.46'> it </refexp> as a liter .
Spoken 4	User	Ah . Uh , just one then .
Spoken 4	Clerk	Okay . Okay . Um , kay , so do you want that delivered , picked up ?
Spoken 4	User	How fast is the delivery ?
Spoken 4	Clerk	Uh , we , we try for , for under thirty minutes , but sometimes it goes over .
Spoken 4	User	Is it free if it gets past ?
Spoken 4	Clerk	No .
Spoken 4	User	Hmm . Hmm . Who delivers it ?
Spoken 4	Clerk	Um , just one of our delivery people .
Spoken 4	User	Oh it 's like , it 's not , you know , post mates or door or door dash or nothing ?
Spoken 4	Clerk	No
Spoken 4	User	Okay , uh , do I have to pay now ?
Spoken 4	Clerk	You can pay now or when they deliver it .
Spoken 4	User	How about pickup , same thing ? or
Spoken 4	Clerk	Yeah , um , yeah , yeah .
Spoken 4	User	Um , uh , I 'll , I 'll <modality> pick up </modality> and I 'll , I 'll pay now .
Spoken 4	Clerk	Okay , okay , what 's your name ?
Spoken 4	User	Oh , let me get my a , my credit card . Hold on . Okay , uh , uh , oh crap what 's the name , uh Lisa Everman
Spoken 4	Clerk	Lisa Erman ?
Spoken 4	User	Everman
Spoken 4	Clerk	Alverman ?
Spoken 4	User	Everman
Spoken 4	Clerk	Alverman ?
Spoken 4	User	E-V-E-R-M-A-N
Spoken 4	Clerk	And , uh , card number ?
Spoken 4	User	12345 . It 's a mycard .
Spoken 4	Clerk	Wha , Okay , um , address ?
Spoken 4	User	Address , why do you need to know my address ?
Spoken 4	Clerk	Sometimes it just asks for that .
Spoken 4	User	Oh
Spoken 4	Clerk	The system
Spoken 4	User	Um , alright , as long as you 're not stealing my identity , um , 123 Elm Street .
Spoken 4	Clerk	Um
Spoken 4	User	Uh , <numeric> 12345 </numeric>
Spoken 4	Clerk	Wha , What was the end of the , what was the expiration date ?
Spoken 4	User	Uh , end of year .
Spoken 4	Clerk	Your order , uh , you 're , you 're picking it up ?
Spoken 4	User	Yes , ma'am , my daughter , if that 's alright .
Spoken 4	Clerk	Yeah , yeah , it should be ready in roughly thirty minutes .
Spoken 4	User	Roughly thirty minutes , alright . Thanks .
Spoken 4	Clerk	Bye .
Spoken 5	User	Ring ring ring
Spoken 5	Clerk	Hi , you 've reached Tony 's Authentic Italian Pizzeria . How may I help you today ?
Spoken 5	User	Uh , hey , I need <quant> three </quant> pizzas for Friday .
Spoken 5	Clerk	What , do you know what kind of pizzas you would like ?
Spoken 5	User	Uh , um , there 's uh , <size> large </size> <pizza_type> pepperoni </pizza_type> , a <size> small </size> <pizza_type> veggie supreme </pizza_type> , uh gosh , what does Linda want ? Um , A <ref id='drizin.47'> medium Meat Lovers </ref> , uh but extra <topping> pineapple </topping> on <refexp id='drizin.47'> it </refexp> . And , uh , <ref id='drizin.48'> <numeric> two four </numeric> cheeses </ref> , <refexp id='drizin.48'> both </refexp> large .
Spoken 5	Clerk	Okay , let me just repeat that back to you , make sure I got everything . Um , so I have a <ref id='drizin.49'> <size> large </size> <pizza_type> pepperoni </pizza_type> , a <size> small </size> <pizza_type> vegan supreme </pizza_type> , a <size> medium </size> Meat Lovers with <topping> extra pineapple </topping> , and <quant> two </quant> <size> large </size> <pizza_type> four </pizza_type> cheeses </ref> , is <refexp id='drizin.49'> that </refexp> all correct ?
Spoken 5	User	Could I get , uh , so I need <refexp id='drizin.49'> these </refexp> for Friday , um , like , when do you make â€�em ?
Spoken 5	Clerk	If you want <refexp id='drizin.49'> them </refexp> for Friday , we can make <refexp id='drizin.49'> them </refexp> the day of and if you just tell us what time that you want to pick <refexp id='drizin.49'> them </refexp> up , or if you want us to del- deliver <refexp id='drizin.40'> them </refexp> to you , we can have , make <refexp id='drizin.49'> them </refexp> fresh for that time .
Spoken 5	User	<refexp id='drizin.49'> They </refexp> 'll be fresh , okay , that was my question . Um , hmm , so do you all deliver ?
Spoken 5	Clerk	Yes , we have <modality> delivery </modality> , and we have <modality> pickup </modality> . Um , pickup is free , and delivery is <numeric> three </numeric> dollars .
Spoken 5	User	Okay , um , if <ref id='drizin.50'> someone </ref> has an allergy , like , <refexp id='drizin.50'> they </refexp> 're allergic to like , <topping> onions </topping> or something , um , like , you guys are good about that ? Like , uh , you know , you guys will just like , it should be safe ? <refexp id='drizin.50'> They </refexp> 'll be fine ?
Spoken 5	Clerk	Um , so would , is <ref id='drizin.51'> the person </ref> with the onion allergy , uh , are <refexp id='drizin.51'> they </refexp> planning on eating <ref id='drizin.52'> the <pizza_type> veggie supreme </pizza_type> pizza </ref> , or are , are the other pizzas , one of the other pizzas gon na be for <refexp id='drizin.51'> them </refexp> ?
Spoken 5	User	<refexp id='drizin.51'> They </refexp> wo n't , yeah , <refexp id='drizin.51'> they </refexp> 're not gon na have with <topping> actual onions </topping> in <refexp id='drizin.52'> it </refexp> but , like , <refexp id='drizin.51'> they </refexp> should n't be worried about like , trace amounts , or like ?
Spoken 5	Clerk	Oh , yes .
Spoken 5	User	Other pizzas .
Spoken 5	Clerk	<refexp id='drizin.51'> They </refexp> should n't be worried . As long as <refexp id='drizin.51'> they </refexp> do n't eat the Veggie Supreme pizza .
Spoken 5	User	Okay .
Spoken 5	Clerk	Or <ref id='drizin.53'> the vegan pizza </ref> , but I do n't think you ordered <refexp id='drizin.53'> that one </refexp> .
Spoken 5	User	Okay , um , uh , what else did I need , um , and then could I also get <address> five bread stick and six cheese </address> sticks , um , and then four of just , or just like one of each soda I guess , or four of the best sodas ? Do four of the best . Surprise me .
Spoken 5	Clerk	Okay , um , and let me just repeat all that back to you too . I just want to make sure we have <ref id='drizin.54'> your order </ref> correct . You said <address> five bread sticks , six cheese </address> sticks , and you 'd like <ref id='drizin.55'> four of the best sodas </ref> . So , when you say <refexp id='drizin.55'> that </refexp> , do you want , uh just <ref id='drizin.56'> the ones people order the most often </ref> ?
Spoken 5	User	Sure , surprise me , yeah . <refexp id='drizin.56'> That </refexp> works .
Spoken 5	Clerk	Okay . So a random combination . Um
Spoken 5	User	Yeah . Why not , why not ?
Spoken 5	Clerk	Um , <ref id='drizin.57'> mineral water </ref> , I do n't know if you want <refexp id='drizin.57'> that </refexp> to be included , because <refexp id='drizin.57'> it </refexp> 's not technically a soda .
Spoken 5	User	No , no , no .
Spoken 5	Clerk	Okay .
Spoken 5	User	<refexp id='drizin.57'> It </refexp> 's mineral water , not soda .
Spoken 5	Clerk	Okay , so then <ref id='drizin.58'> all of the other beverages </ref> each cost 3.50 , so
Spoken 5	User	<refexp id='drizin.58'> Those </refexp> are fine , yep .
Spoken 5	Clerk	Okay , um , so now , is that everything , or is there more ?
Spoken 5	User	Um , that 's good .
Spoken 5	Clerk	Okay .
Spoken 5	User	No , we 're good .
Spoken 5	Clerk	For , for <ref id='drizin.61'> the pizzas </ref> , what kind of crust did you want ? We have thin , regular , deep dish , and gluten-free .
Spoken 5	User	Um , like what 's the difference ?
