	Conversation	Speaker	Transcript
54	Spoken_5	Clerk	welcome to pizza . Just to let you know , we are very busy at this moment . Any orders will take 20 to 30 minutes . What can i do for you ?
55	Spoken_5	User	yeah that ’ s fine . I wan na order a pizza but my friend is vegan . Do you have any vegan pizzas .
56	Spoken_5	Clerk	sure , we can make a <pizza_type> vegan </pizza_type> pizza for you . A few of our crust options are vegan and we have some beyond meat options . But no <pizza_type> vegan cheese </pizza_type> options , i ’ m afraid .
57	Spoken_5	User	ok that should be fine . Can i get ummm , a pizza with all the vegetables and cheese on only half .
58	Spoken_5	Clerk	and what size pizza will this be ?
59	Spoken_5	User	uh i think a <size> medium </size> should be fine
60	Spoken_5	Clerk	okay so that ’ s one medium pizza with ALL of the vegetables and cheese on onlyyy half ? Is that right ?
61	Spoken_5	User	yeah that ’ s correct
62	Spoken_5	Clerk	okay , great . That will come out to thirteen seventy eight .
63	Spoken_5	User	sounds good i ’ ll come pick that up . When will it be ready ?
64	Spoken_5	Clerk	uh it should be ready in <time> abouut 25 minutes </time>
65	Spoken_5	User	ok and i can pay when i get there right ?
66	Spoken_5	Clerk	yup , of course
67	Spoken_5	User	ok uh thanks see you then
68	Spoken_6	Clerk	hello this is pizza hut .
69	Spoken_6	User	can i get an <size> extra large </size> <pizza_type> meat lover ’ </pizza_type> s pizza with a stuffed crust and double meat ? And um an order of garlic knots , uh , <quant> two two </quant> liter bottles of mountain dew , um for <modality> delivery </modality> for as soon as possible
70	Spoken_6	Clerk	uhm wow okay . It should be there in just a little bit .
71	Spoken_6	User	ok my address is <numeric> 6969 </numeric> gamer way . Just leave it at the front door and knock . Can i pay now so i don ’ t have to do it later .
72	Spoken_6	Clerk	ahhh fine . What ’ s your card number
73	Spoken_6	User	<numeric> 0 </numeric>
74	Spoken_6	Clerk	oh and that will be… eighteen ninety nine .
75	Spoken_6	User	ok thank you *hangs up*
76	Text_1	Clerk	Hello ! thanks so much for calling pizza hut ! What can i help you with today ?
77	Text_1	User	I need to place an order for <modality> delivery </modality> . It 's very important that everything is right .
78	Text_1	Clerk	absolutely , I 'm happy to help with that ! What can I get you ?
79	Text_1	User	I need a <size> large </size> pizza , half with <topping> pepperoni </topping> , <topping> olives </topping> , and no sauce , half with onion , chicken , and bbq sauce . Then I need a <size> small </size> <pizza_type> supreme </pizza_type> pizza with <quant> no </quant> <topping> mushrooms </topping> , a <size> small </size> <pizza_type> cheese </pizza_type> pizza with pesto , and an order of breadsticks
80	Text_1	Clerk	okay so to confirm that is <quant> one </quant> <size> large </size> pizza with <topping> pepperoni </topping> , <topping> olives </topping> and no sauce on one side , and onion , chicken and bbq sauce on the other side . A small supreme pizza with <quant> no </quant> <topping> mushrooms </topping> . A <size> small </size> <pizza_type> cheese </pizza_type> pizza with pesto sauce . And an order of bread sticks . Is that correct ?
81	Text_1	User	yes , that 's correct .
82	Text_1	Clerk	alright , great ! What address would you like that delivered to ?
83	Text_1	User	The address is <address> 123 fourth st </address>
84	Text_1	Clerk	123 Fourth Street , got it ! And would you like to pay over the phone or upon delivery ?
85	Text_1	User	I 'll pay when it gets here . I want to make sure everything is right .
86	Text_1	Clerk	absolutely ! Alright well I 'll go ahead and get that order started for you . It should be there in about <numeric> 35 </numeric> minutes . Is there anything else I can help you with today ?
87	Text_1	User	You got no <topping> mushrooms </topping> on the <size> small </size> <pizza_type> supreme </pizza_type> , right ?
88	Text_1	Clerk	Absolutely , that 's correct !
89	Text_1	User	Great , thank you . That is all .
90	Text_1	Clerk	wonderful ! Have a great rest of your day . bye-bye .
91	Text_1	User	Goodbye
92	Text_2	Clerk	pizza hut . How can i help you ?
93	Text_2	User	Hi , I was wondering , how late are you guys open ?
94	Text_2	Clerk	10pm .
95	Text_2	User	great , and can I have a pizza delivered at 9:30pm ? I do n't want it now
96	Text_2	Clerk	I can do that .
97	Text_2	User	cool , thanks , I 'd like a <size> medium </size> <pizza_type> Hawaiian </pizza_type> pizza please
98	Text_2	Clerk	<size> medium </size> <pizza_type> hawaiian </pizza_type> pizza . anything else ?
99	Text_2	User	oh and can I get extra pepper flakes with that ?
100	Text_2	Clerk	sure . is that all ?
101	Text_2	User	That 's all . Can I pay for it now ?
102	Text_2	Clerk	yup , i 'm ready for the card number .
103	Text_2	User	0000000000000000 . Did you get all that ?
104	Text_2	Clerk	Yes . The total is $ 13 . Your card will be charged when they start making the order , around 9pm .
105	Text_2	User	thank you !
106	Text_2	Clerk	thank you , bye .
107	Text_3	Clerk	Thanks for calling pizza hut , what can i get started for you today ?
108	Text_3	User	hi I 'd like <quant> four </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas , <quant> two </quant> <size> medium </size> <pizza_type> cheese </pizza_type> pizzas , and <quant> two </quant> <size> medium </size> <pizza_type> supreme </pizza_type> pizzas .
109	Text_3	Clerk	can i interest you in upgrading any of these pizzas to our signature stuffed cheese crust ?
110	Text_3	User	No I just need those pizzas . Can I have it delivered within 15 minutes ? ( edited )
111	Text_3	Clerk	We are a bit busy , let me see how long it will take . what 's you 're address ?
112	Text_3	User	323 calle street . I need it ASAP .
113	Text_3	Clerk	Alright , since you 're pretty close to the store it should n't take long to deliver . It will take about 15 minutes to complete the order and another 5 for <modality> delivery </modality> . Do you need any drinks or desserts with your meal ?
114	Text_3	User	No , nothing else . I 'm just around the corner , it should n't take that long . Just get it here as soon as you can .
115	Text_3	Clerk	Will do . would like like to pay now or upon delivery ?
116	Text_3	User	I 'll pay cash when it gets here . Thanks , bye .
117	Text_3	Clerk	thank you , bye .
118	Text_4	Clerk	this is pizza hut , how can i help you ?
119	Text_4	User	hi there ! I have a quick question if you do n't mind . Do you guys have cheesy bread ?
120	Text_4	Clerk	we absolutely do have cheesy bread !
121	Text_4	User	oh great ! Then I would like to place an order for <modality> pick up </modality> please .
122	Text_4	Clerk	sure thing , what all can i get you ?
123	Text_4	User	I 'd like an order of the cheesy bread and a <size> medium </size> bbq chicken pizza please .
124	Text_4	Clerk	okay a <size> medium </size> <pizza_type> bacon chicken </pizza_type> pizza and some cheesy bread . Can i get a name for that order ?
125	Text_4	User	sure thing , my name is Jerry .
126	Text_4	Clerk	Alright jerry , I should have that order ready for you in about <time> 20 minutes </time> . It 'll be $ 17.75 on <modality> pickup </modality>
127	Text_4	User	Great , thank you so much ! Hope you have a wonderful day !
128	Text_4	Clerk	thanks , you too , buhbye .
129	Text_5	Clerk	good afternoon this is pizza hut how can i help you
130	Text_5	User	hi there . I want to order for <modality> delivery </modality>
131	Text_5	Clerk	okay you want to order some <modality> delivery </modality> . What can i get you ?
132	Text_5	User	well I 'm not sure if I want the supreme pizza or the meat lover 's pizza . Which one do you think is better ?
133	Text_5	Clerk	hm , meat lovers or supreme . Personally I 'm not that much of a meat lover - I find it 's a little too heavy . So I prefer the supreme .
134	Text_5	User	ok , that makes sense , I 'll get a <size> medium </size> <pizza_type> supreme </pizza_type> pizza . And then we 're not sure if we want garlic knots or breadsticks . Which are cheaper ?
135	Text_5	Clerk	Between garlic knots and breadsticks , the breadsticks are a dollar cheaper , but in my opinion the garlic knots are much more delicious .
136	Text_5	User	um , ok . I think we 'll get the breadsticks .
137	Text_5	Clerk	breadsticks it is . can i get you anything else ?
138	Text_5	User	I think that 's it
139	Text_5	Clerk	okay so it will just be a <size> medium </size> <pizza_type> supreme </pizza_type> pizza and an order of garlic knots . Would you like to pay now , or when it 's delivered ?
140	Text_5	User	oh wait , was it garlic knots or breadsticks that I ordered ?
141	Text_5	Clerk	Oh i 'm sorry , you did say breadsticks . It was a <size> medium </size> <pizza_type> supreme </pizza_type> and an order of breadsticks .
142	Text_5	User	oh ok , cool , sounds good . And I 'll pay when it gets here .
143	Text_5	Clerk	pay when it gets there , okay . And what address would you like this delivered to ?
144	Text_5	User	000 this avenue
145	Text_5	Clerk	... alright Tayler , that should be out for you in about <time> 20 minutes </time>
146	Text_5	User	yay ! This is going to be so good . Thank you so much .
147	Text_5	Clerk	alright dude , have a good one
148	Text_6	Clerk	thanks for calling pizza hut
149	Text_6	User	<quant> one </quant> <size> large </size> <pizza_type> sausage </pizza_type> and <topping> pineapple </topping> pizza for <modality> pickup </modality> please
150	Text_6	Clerk	okay , will that be all ?
151	Text_6	User	yep
152	Text_6	Clerk	it 'll be $ 15 . would you like to pay for that now or at pickup ?
153	Text_6	User	at pickup
154	Text_6	Clerk	got it . can i get a name for that ?
155	Text_6	User	Fin
156	Text_6	Clerk	alright , that 'll be ready in about <time> 20 minutes </time> . Thank you
157	Text_6	User	thanks , bye
158	Text_7	Clerk	good afternoon and thank you for calling pizza hut . This is Shay , how can I assist you today ?
159	Text_7	User	heya Shay , yeah I 'm looking to get a <address> couple 'zas delivered </address>
160	Text_7	Clerk	absolutely sir , what would you like to order ?
161	Text_7	User	I 'm thinking the meat lover 's is looking good , let 's get that in a <size> large </size> . And then a couple of my buddies are wanting a <size> large </size> <pizza_type> veggie lover </pizza_type> 's
162	Text_7	Clerk	Excellent , so that will be a <size> large </size> <pizza_type> meat lover </pizza_type> 's and a <size> large </size> <pizza_type> veggie lover </pizza_type> 's . can i get you anything else sir ?
163	Text_7	User	nope , I think that should about do it
164	Text_7	Clerk	Great , and what address would you like this delivered to ?
165	Text_7	User	oh yeah , its <numeric> 111 </numeric> that boulevard
166	Text_7	Clerk	111 that boulevard , is that correct ?
167	Text_7	User	yeppers
168	Text_7	Clerk	And would you like provide your card number over the phone , or would you rather pay in person upon delivery ?
169	Text_7	User	yeah I can pay over the phone , ready for my card info ?
170	Text_7	Clerk	yes sir
171	Text_7	User	it 's a Mastercard , the number is <numeric> 0000 0000 0000 0000 </numeric>
172	Text_7	Clerk	excellent . I will place your order and it should arrive within 30 minutes . Is there anything else I can assist you with today ?
173	Text_7	User	alrighty . Nope , I 'm all set
174	Text_7	Clerk	great , have a wonderful rest of your day !
175	Text_7	User	thanks , you too Shay
176	Text_8	Clerk	pizza hut , what can I do for you
177	Text_8	User	hi there , I 'd like to place an order for <modality> pickup </modality> please !
178	Text_8	Clerk	... uh huh , okay what can i get you ?
179	Text_8	User	I want an <size> extra large </size> <pizza_type> supreme </pizza_type> pizza with stuffed crust please . I love that one
180	Text_8	Clerk	yeah definitely ... a <size> large </size> <pizza_type> supreme </pizza_type> you said ?
181	Text_8	User	that 's right !
182	Text_8	Clerk	alright , anything else ?
183	Text_8	User	oh and can I also get a <size> large </size> <pizza_type> hawaiian </pizza_type> pizza ? I also really love that one .
184	Text_8	Clerk	a <size> large </size> <pizza_type> supreme </pizza_type> and a <size> large </size> <pizza_type> hawaiian </pizza_type> , is that all ?
185	Text_8	User	yep , that 's it !
186	Text_8	Clerk	..oh , yeah that 's all ? alright that 'll be $ 22.50 at pickup ; can i get a name for the order ?
187	Text_8	User	Tyler
188	Text_8	Clerk	... alright Tayler , that should be out for you in about <time> 20 minutes </time>
189	Text_8	User	yay ! This is going to be so good . Thank you so much .
190	Text_9	Clerk	hi there , pizza hut , how can i help you ?
191	Text_9	User	good afternoon . I would like to place an order for a pizza delivery to my house please
192	Text_9	Clerk	sure thing , what can i get you ?
193	Text_9	User	I want a <size> large </size> <pizza_type> size pepperoni </pizza_type> pizza with <topping> olives </topping> please , as well as a side of breadsticks with extra marinara sauce if it 's not too much trouble
194	Text_9	Clerk	sure thing- oh I 'm sorry , please hold for just one minute .
195	Text_9	User	ok sure , I can do that .
196	Text_9	User	sure , do n't worry about it , it 's not a problem . I was indeed ordering for <modality> delivery </modality> . I was just ordering a <size> large </size> <pizza_type> size pepperoni </pizza_type> and olive pizza , along with a side of breadsticks with extra marinara sauce if that 's possible .
197	Text_9	User	I would prefer to pay for the pizza when it arrives here .
198	Text_9	User	I would like it delivered to <address> 123 this way please </address>
199	Text_9	User	fantastic , thank you very much . I hope you have a wonderful day .
200	Text_10	Clerk	Hello ... how can i help you ?
201	Text_10	User	hi I 'd like to order for <modality> pickup </modality> .
202	Text_10	Clerk	uhm , yeah , sure , one second ... . what can i get you ?
203	Text_10	User	I 'd like a <size> medium </size> <pizza_type> cheese </pizza_type> pizza and a <size> medium </size> <pizza_type> Italian sausage </pizza_type> pizza please .
204	Text_10	Clerk	okay ... just let me enter that into the system ... do you want anything else ?
205	Text_10	User	could I also get <quant> two </quant> Pepsi 's with that ?
206	Text_10	Clerk	Pepsi ? Okay ... is that all ?
207	Text_10	User	that 's it .
208	Text_10	Clerk	okay and you want pickup ? so , what 's a good name for the order ?
209	Text_10	User	<modality> pickup </modality> , that 's right . The name is <name> Alex </name>
210	Text_10	Clerk	okay Alex , it will be ... $ 24.75 and that should be ready in like ... 25-30 minutes .
211	Text_10	User	sounds good , thank you .
212	Text_11	Clerk	hi this is pizza hut . How can I help you ?
213	Text_11	User	hey i need a pizza for <modality> delivery </modality>
214	Text_11	Clerk	ok sure , what can I get ya ?
215	Text_11	User	uhm yeah ... i need the largest pizza you have , but with nothing on it , just the crust . and then i need <topping> sausage </topping> on only one half of that . Can you do this ?
216	Text_11	Clerk	ok , um , yeah I think we can do that . So that was a <size> large </size> pizza , nothing but the crust and with <topping> sausage </topping> , is that right ?
217	Text_11	User	yeah sausage only on the LEFT side
218	Text_11	Clerk	ah right , <topping> sausage </topping> on the left side . And was there anything on the right side ?
219	Text_11	User	no , absolutely nothing else on the pizza .
220	Text_11	Clerk	got it , nothing but <topping> sausage </topping> on the left side . And what size pizza was that ?
221	Text_11	User	whatever is the largest size you have
222	Text_11	Clerk	got it , so that 's an extra <size> large </size> pizza with nothing on it except for <topping> sausage </topping> on the left side . Anything else ?
223	Text_11	User	can i also get an order of garlic knots , but i want the <pizza_type> garlic cheese </pizza_type> powder stuff onthe side , not actually on the knots
224	Text_11	Clerk	yeah , I think we can do that . So you 'd like the <pizza_type> garlic cheese </pizza_type> powder in a separate container ?
225	Text_11	User	yeah that 's right , nothing on the knots themselves
226	Text_11	Clerk	ok , so I 've got a <size> large </size> pizza , nothing on it except <topping> sausage </topping> on the left side , and garlic knots with the powder on the side . And did you say that was for <modality> delivery </modality> or pickup ?
227	Text_11	User	<modality> delivery </modality>
228	Text_11	Clerk	can I get an address ?
229	Text_11	User	567 No Way NE
230	Text_11	Clerk	alright , that 'll be $ 21.72 . Would you like to pay now or when your order is delivered ?
231	Text_11	User	i 'll pay when it gets here , thanks
232	Text_11	Clerk	ok , sounds good . It should arrive in about <time> 20 minutes </time> . Thank you for ordering with pizza hut today
233	Text_12	Clerk	hello , this is pizza hut . How can I help you ?
234	Text_12	User	hi i wanted to order a pizza
235	Text_12	Clerk	ok , sure . What can I get started for you ?
236	Text_12	User	uhm , how much is a <size> medium </size> <pizza_type> cheese </pizza_type> pizza ?
237	Text_12	Clerk	a <size> medium </size> <pizza_type> cheese </pizza_type> pizza costs $ <numeric> 13.73 </numeric>
238	Text_12	User	okay and how much is it for adding toppings ?
239	Text_12	Clerk	that 's <numeric> 40 </numeric> cents per topping . You can get a better deal though by ordering one of our specialty pizzas
240	Text_12	User	oh , well do you have anything with like , <topping> sausage </topping> , <topping> olives </topping> , and spicy peppers ?
241	Text_12	Clerk	well not quite , but our supreme pizza has <topping> pepperoni </topping> , <topping> sausage </topping> , <topping> mushrooms </topping> , and bell peppers , so it 's not too far off . And if you want , I can go ahead and through on some <topping> olives </topping> for you for no extra charge
242	Text_12	User	thats so sweet of you ! We 'll go with that then . thank you so much
243	Text_12	Clerk	my pleasure . And is that going to be a <size> medium </size> ?
244	Text_12	User	yes please
245	Text_12	Clerk	great . And would you like it delivered or to come pick it up ?
246	Text_12	User	uh , i think i 'll just come <modality> pick it up </modality>
247	Text_12	Clerk	ok , no problem . So that will be $ 13.73 , and it will be ready in about <time> 15 minutes </time> . Can I get a name for the order ?
248	Text_12	User	yeah it 's <name> Harold </name>
249	Text_12	Clerk	ok Harold , come by in about <time> 15 minutes </time> and we 'll have your pizza ready for you .
250	Text_13	Clerk	hello , this is pizza hut .
251	Text_13	User	hi there I wanted to order something
252	Text_13	Clerk	sure , what can I get you ?
253	Text_13	User	uhm , do you have some sort of combo meal for a family dinner ?
254	Text_13	Clerk	oh , I 'm actually not sure . Let me check ... so we do have a couple dinner box options , a regular size that feeds 2 to 3 people and a big size that feeds <address> 5 to 6 people </address>
255	Text_13	User	sure , what comes in the small box ?
256	Text_13	Clerk	um I think it has a pizza , breadsticks , and a dessert
257	Text_13	User	okay that sounds pretty good - I 'll take one of those . For pickup
258	Text_13	Clerk	ok , and what 's your name ?
259	Text_13	User	sally
260	Text_13	Clerk	ok Sally you can come by in a little bit to pick up your food .
261	Text_13	User	okay thanks
262	Text_14	Clerk	hi there , this is pizza hut . What can I do for you today ?
263	Text_14	User	hi I 'd like to place an order for <modality> delivery </modality>
264	Text_14	Clerk	alright , what can I get started for you ?
265	Text_14	User	yeah I need <quant> one </quant> <size> large </size> pizza half <pizza_type> pepperoni half hawaiian </pizza_type> . I also need <quant> two </quant> <pizza_type> cheese </pizza_type> pizzas and one other pizza that 's half veggie and half <topping> olives </topping> . Ill also have <quant> 2 </quant> orders of garlic knots and a four pack of pepsi
266	Text_14	Clerk	ok , and what sizes for the <pizza_type> cheese </pizza_type> pizzas and the half veggie half olive pizza ?
267	Text_14	User	oh uh , large for all of them please
268	Text_14	Clerk	ok , so I 've got a <size> large </size> <pizza_type> half pepperoni half hawaiian </pizza_type> , <quant> two </quant> <size> large </size> cheeses , and a <size> large </size> <pizza_type> half veggie half olives </pizza_type> . And two orders of garlic knots and four pepsis . Can I interest you in making any of those pizzas stuffed crust ?
269	Text_14	User	hmm sure , make one of the cheeses a stuffed crust
270	Text_14	Clerk	great ! any desserts for you today ?
271	Text_14	User	no thanks
272	Text_14	Clerk	ok , no problem . And what address should I have that delivered to ?
273	Text_14	User	1234 street street
274	Text_14	Clerk	alrighty , your order should be there in about <address> 20 to 30 minutes </address> . Would you like to pay now or later ?
275	Text_14	User	later is fine , thanks
276	Text_14	Clerk	sounds good . thanks for ordering with pizza hut today
277	Text_14	User	thanks
278	Text_15	Clerk	Hello , this is pizza hut .
279	Text_15	User	hi , I want to order a <size> large </size> <pizza_type> pepperoni </pizza_type> pizza for <modality> pickup </modality> .
280	Text_15	Clerk	anything else ?
281	Text_15	User	nope .
282	Text_15	Clerk	what 's the address ?
283	Text_15	User	oh I 'll pick it <modality> up </modality>
284	Text_15	Clerk	ah ok , sorry . That should be ready in <time> 10 to 15 minutes </time> .
285	Text_15	User	thanks
286	Text_15	Clerk	thanks , buh-bye
287	Text_16	Clerk	hi , pizza hut . what can I get you ?
288	Text_16	User	hey can I get a <size> small </size> <pizza_type> deluxe </pizza_type> pizza and a Dr pepper
289	Text_16	Clerk	um , ok , it 's going take a while , we 're swamped right now .
290	Text_16	User	that 's alright I guess . Actually though can you make that a <size> medium </size> ?
291	Text_16	Clerk	yeah , ok sure . and was that a Dr pepper you asked for ?
292	Text_16	User	yeah man , thanks
293	Text_16	Clerk	and do you want that delivered or picked up ?
294	Text_16	User	I 'll just come get it
295	Text_16	Clerk	ok , thank you . That should make it a little quicker . So that will come to $ 9.43 . Wan na pay now or when you get here ?
296	Text_16	User	let 's just do it later , thanks
297	Text_16	Clerk	alright , that should be ready in about <numeric> 40 </numeric> minutes .
298	Text_16	User	thanks bye
299	Text_16	Clerk	thank you , bye .
300	Text_17	Clerk	what ?
301	Text_17	User	uhm .. is this pizza hut ?
302	Text_17	Clerk	yes , obviously . what do you want ?
303	Text_17	User	well ... I just wanted to order a <size> large </size> <pizza_type> pepperoni </pizza_type> pizza for <modality> pickup </modality> .
304	Text_17	Clerk	ok , fine . It 'll be ready in , I do n't know , like 20 minutes . That all ?
305	Text_17	User	... Yeah I guess that 's it . Can you put the order under Bobby ?
306	Text_17	Clerk	ok , see you then . *hangs up*
307	Text_18	Clerk	hello , thanks for calling pizza hut . What can I do for you ?
308	Text_18	User	hey yeah I need to order <quant> two </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizzas for <modality> pickup </modality> . The name is Sylvia and I 'll pay when I pick it up .
309	Text_18	Clerk	Ok , so that 's <quant> two </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizzas . Was there anything else to that order ?
310	Text_18	User	no thanks , I 'll be there to pick it up soon
311	Text_18	Clerk	ok , and was it Sylvia for the name ?
312	Text_18	User	that 's right
313	Text_18	Clerk	ok , so that 's <quant> two </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizzas for <modality> pickup </modality> for Sylvia . That should be ready in about ten to fifteen minutes . Is that it ?
314	Text_18	User	yes that 's all , thanks bye !
315	Text_18	Clerk	alright , bye !
316	Text_19	Clerk	hello , thanks for calling pizza hut . What pizzas can I get started for you today ?
317	Text_19	User	just a <size> small </size> <pizza_type> supreme </pizza_type> pizza is all I need
318	Text_19	Clerk	sounds good , but you 're gon na want some drinks with that , right ?
319	Text_19	User	nah dude im good , just the pizza
320	Text_19	Clerk	alright , just the pizza , got it . And where would you like that delivered ?
321	Text_19	User	I 'll actually come pick it up in 20 . Can I pay for it now though !
322	Text_19	Clerk	oh ok , sure . and yeah , not a problem , i 'm ready for your card number
323	Text_19	User	<address> 0000 0000 0000 0000 </address>
324	Text_19	Clerk	got it , sounds good . that will be ready in about <time> 15 minutes </time>
325	Text_19	User	cool , thanks
326	Text_20	Clerk	Hello ! thanks for calling pizza hut , how can i help you ?
327	Text_20	User	yeah hey , I wanted to order some pizza for <modality> pickup </modality>
328	Text_20	Clerk	sure thing , I 'd be happy to help with that . What kind of pizza you looking to enjoy today ?
329	Text_20	User	I need a <size> large </size> pizza , and for toppings I guess I just want every kind of meat you have , and a lot of it
330	Text_20	Clerk	oh boy , that sounds like quite a pizza ! we sure can do that for you . is there anything else you 'd like ?
331	Text_20	User	hm I think that should do it
332	Text_20	Clerk	lovely , and what name should I put that under ?
333	Text_20	User	put it under <name> pablo </name>
334	Text_20	Clerk	okie doke . so that 's going to come out to $ 18.82 . will you be paying now or when you come in to pick it up ?
335	Text_20	User	later is fine , thanks
336	Text_20	Clerk	ok then , we 'll see you in about <time> 20 minutes </time> . Have a lovely day !
337	Abnormal_1	Clerk	this is pizza hut , how can i help you ?
338	Abnormal_1	User	hello , i ’ d like to order for <modality> delivery </modality> please
339	Abnormal_1	Clerk	Sure thing . Do you mind if a put you on a brief hold before I take your order ?
340	Abnormal_1	User	um sure i guess
341	Abnormal_1	Clerk	Thank you , please hold .
342	Abnormal_1	Clerk	Thank you for holding , what can I do for you .
343	Abnormal_1	User	hi I want an <size> extra large </size> pesto pizza with <topping> sausage </topping> and onion .
344	Abnormal_1	Clerk	Okay . Will that be all ?
345	Abnormal_1	User	yes that ’ s it
346	Abnormal_1	Clerk	Is that for <modality> pickup </modality> or delivery ?
347	Abnormal_1	User	Delivery
348	Abnormal_1	Clerk	can i get your address
349	Abnormal_1	User	1010 This Street
350	Abnormal_1	Clerk	Great . That will be $ 12 upon delivery and it should be there in less than thirty minutes . Thank you .
351	Abnormal_1	User	Ok bye .
352	Abnormal_2	Clerk	hi this is pizza hut what can i do for you .
353	Abnormal_2	User	hi i ’ d like to order <quant> two </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas and an order of cinnabon mini rolls
354	Abnormal_2	Clerk	okay . Will that be for <modality> delivery </modality> ?
355	Abnormal_2	User	yes please
356	Abnormal_2	Clerk	sure , what is your address .
357	Abnormal_2	User	1011 That Street
358	Abnormal_2	Clerk	I ’ m so sorry , but our store does not deliver to that area . Are you interested in picking your order up at the store ?
359	Abnormal_2	User	um I ’ d really like it delivered . How close to that address can you deliver it ?
360	Abnormal_2	Clerk	The farthest we deliver on That Street is about a mile north of you , near the Jack in the Box .
361	Abnormal_2	User	ok , well can I have it delivered to the corner of This and That streets ?
362	Abnormal_2	Clerk	I ’ m sure we can make that work .
