	Conversation	Speaker	Transcript
121	Spoken_4	User	My address is <numeric> 3925 </numeric> Adams Lane Northeast , Seattle .
122	Spoken_4	Clerk	OK , and your phone number ?
123	Spoken_4	User	My phone number is 255-321-7921 .
124	Spoken_4	Clerk	OK , and what would you like to order ?
125	Spoken_4	User	Can I have <pizza_type> pepperoni </pizza_type> ?
126	Spoken_4	Clerk	One pepperoni .
127	Spoken_4	User	Yeah , one <pizza_type> pepperoni </pizza_type> .
128	Spoken_4	Clerk	OK , do you need any extra toppings for your <pizza_type> pepperoni </pizza_type> ?
129	Spoken_4	User	Yes , can I have <quant> one </quant> <topping> mushrooms </topping> ?
130	Spoken_4	Clerk	OK , <topping> mushrooms </topping> . That ’ s it ?
131	Spoken_4	User	Yeah , that ’ s it .
132	Spoken_4	Clerk	OK , and how would you like your pizza crust , thin , regular , deep dish , or gluten-free ?
133	Spoken_4	User	Yeah , just ... just thin . Just thin crust .
134	Spoken_4	Clerk	OK , thin crust . And how would you like your pizza size ?
135	Spoken_4	User	Large size would be nice .
136	Spoken_4	Clerk	OK , large size . And do you like… Would you like any side dishes ?
137	Spoken_4	User	Yeah , can I have Caesar salad ?
138	Spoken_4	Clerk	OK , one Cassar salad . And any drinks ?
139	Spoken_4	User	Yeah , can I have mineral water ?
140	Spoken_4	Clerk	One mineral water . OK , let me double-check your order . And you ordered one… <quant> one </quant> <pizza_type> pepperoni </pizza_type> with <topping> extra mushrooms </topping> topping , thin crust , and <size> large </size> size . One Caesar salad , and one mineral water .
141	Spoken_4	User	Yeah , that ’ s right .
142	Spoken_4	Clerk	OK , and the total is <numeric> 32.5 </numeric> dollars , and plus a <quant> 3 </quant> <beverage> dollars </beverage> <modality> delivery </modality> fee , so that ’ s 35.5 in total . Is that okay ?
143	Spoken_4	User	Yeah , sounds good to me .
144	Spoken_4	Clerk	So do you like to pay in cash or credit card ?
145	Spoken_4	User	I ’ m gon na go with credit card .
146	Spoken_4	Clerk	OK , so may I have your credit card information ?
147	Spoken_4	User	Yeah , so my card type is MyCard , and my credit card number is <numeric> 12345 </numeric> , and the expiration date is end of the year .
148	Spoken_4	Clerk	OK. Then the <modality> delivery </modality> time will be about 30 minutes . Is that okay ?
149	Spoken_4	User	Yeah , sounds good to me .
150	Spoken_4	Clerk	OK , thank you for… thank you for your order today . Have a nice day . Bye .
151	Spoken_4	User	Yeah . Bye .
152	Spoken_5	Clerk	Hello , it ’ s UW pizza .
153	Spoken_5	User	Yeah . Hi , hello . I ’ d like… I ’ d like to order pizza .
154	Spoken_5	Clerk	OK. Do you want your pizza delivered to you or pick-up ?
155	Spoken_5	User	I ’ ll like to… I ’ ll like to go for <modality> delivery </modality> .
156	Spoken_5	Clerk	OK . So may I have your name , please ?
157	Spoken_5	User	Yes . My name is Andy .
158	Spoken_5	Clerk	And may I have your address ?
159	Spoken_5	User	Yeah . My address is <numeric> 3925 </numeric> Adams Lane Northeast , Seattle .
160	Spoken_5	Clerk	OK . Your address is <numeric> 3925 </numeric> Adams Lane Northeast , Seattle .
161	Spoken_5	User	Yes .
162	Spoken_5	Clerk	Is that correct ? OK .
163	Spoken_5	User	Yeah .
164	Spoken_5	Clerk	May I have your phone number ?
165	Spoken_5	User	Yeah . So it ’ s 255-321-7921 .
166	Spoken_5	Clerk	255-321-7921 . OK. And what ’ d you like to order ?
167	Spoken_5	User	Yeah . What kinds of pizza do you guys have ? Sorry , I don ’ t have menu .
168	Spoken_5	Clerk	Oh . We have Hawaiian , meat lovers , <pizza_type> 4 cheese </pizza_type> , <topping> pepperoni </topping> , veg… <pizza_type> veggie supreme </pizza_type> , and vegan .
169	Spoken_5	User	Um… yeah . I think meat lovers is… yeah , is ... Does… Does meat lovers have lots of meat ?
170	Spoken_5	Clerk	Yeah . It comes… It has mozzarella cheese , <topping> pepperoni </topping> , <topping> ham </topping> , <topping> bacon </topping> , and <topping> sausage </topping> .
171	Spoken_5	User	OK , sounds good . I ’ m gon na go for that one .
172	Spoken_5	Clerk	OK .
173	Spoken_5	User	Yeah .
174	Spoken_5	Clerk	One meat lover , okay .
175	Spoken_5	User	One meat lovers , yeah .
176	Spoken_5	Clerk	Do you need any extra topping for your meat lovers ?
177	Spoken_5	User	Yeah . Can I have extra mozzarella cheese and <topping> cheddar cheese </topping> ?
178	Spoken_5	Clerk	Oh . Extra mozzarella cheese and <topping> cheddar cheese </topping> ? OK .
179	Spoken_5	User	Yeah , yes .
180	Spoken_5	Clerk	And how would you like your pizza crust ?
181	Spoken_5	User	Uh… can I have a… Do you guys have a gluten-free crust ?
182	Spoken_5	Clerk	Yeah , we have .
183	Spoken_5	User	Oh yeah , yeah . I , yeah , I ’ ll like to have a gluten-free crust .
184	Spoken_5	Clerk	OK , gluten-free pizza crust . And how would you like your pizza size ?
185	Spoken_5	User	Um… just medium .
186	Spoken_5	Clerk	Okay , medium size . And would you like any side dishes ?
187	Spoken_5	User	Uh… Do you guys have… breadsticks ?
188	Spoken_5	Clerk	One breadsticks . Okay .
189	Spoken_5	User	So you guys have breadsticks . Okay .
190	Spoken_5	Clerk	Yeah .
191	Spoken_5	User	Okay .
192	Spoken_5	Clerk	Okay . And do you need any drinks ?
193	Spoken_5	User	Yeah . Can I have… What kind of drinks do you guys have ?
194	Spoken_5	Clerk	We have cola , root beer , orange soda , lemon soda , mineral water , and ginger ale .
195	Spoken_5	User	Ok , can I have one lemon soda ?
196	Spoken_5	Clerk	One lemon soda . Okay . And may I check with your order again ?
197	Spoken_5	User	Yeah , sure .
198	Spoken_5	Clerk	One meat lovers with extra mozzarella cheese and <topping> cheddar cheese </topping> .
199	Spoken_5	User	Uh-huh .
200	Spoken_5	Clerk	And gluten-free… gluten-free pizza crust .
201	Spoken_5	User	Uh-huh .
202	Spoken_5	Clerk	Medium size . And one breadsticks and one lemon soda . Is that correct ?
203	Spoken_5	User	Oh , yeah . But can I also have one extra topping ?
204	Spoken_5	Clerk	Oh , sure .
205	Spoken_5	User	I wan na add the <topping> red onions </topping> to my meat lovers .
206	Spoken_5	Clerk	So you now have mozzarella , and <topping> cheddar cheese </topping> and <topping> red onions </topping> topping .
207	Spoken_5	User	Yeah .
208	Spoken_5	Clerk	Correct ?
209	Spoken_5	User	Yeah .
210	Spoken_5	Clerk	OK. And… how would you like to pay , in cash or credit card ?
211	Spoken_5	User	Credit card .
212	Spoken_5	Clerk	OK , credit card . And may I have your credit card information ?
213	Spoken_5	User	Yeah , so my credit card information is ... MyCard type , number is <numeric> 12345 </numeric> . And the ...
214	Spoken_5	Clerk	OK .
215	Spoken_5	User	... expiration year is end of the year .
216	Spoken_5	Clerk	OK. And your total price is… the price of your order is <numeric> 33.5 </numeric> dollars and plus a <quant> 3 </quant> <beverage> dollars </beverage> <modality> delivery </modality> fee . That ’ s ... total is <numeric> 36.5 </numeric> dollars .
217	Spoken_5	User	OK. That ’ s fine . How long is the ...
218	Spoken_5	Clerk	OK . Your delivery will be about ... 40 minutes . Is that okay ?
219	Spoken_5	User	OK. That ’ s okay .
220	Spoken_5	Clerk	So thank you for your order . Have a nice day .
221	Spoken_5	User	Yeah , you too . Thanks .
222	Spoken_5	Clerk	Bye .
223	Spoken_5	User	Bye .
224	Spoken_6	Clerk	Hello , this is UW pizza .
225	Spoken_6	User	Yeah , hi . I ’ ll love… I ’ ll love to order a pizza today .
226	Spoken_6	Clerk	Ok. You want <modality> delivery </modality> or pick-up ?
227	Spoken_6	User	Um… I think I ’ m just gon na <modality> pick up </modality> today .
228	Spoken_6	Clerk	Pick-up . So… may I have your name , please ?
229	Spoken_6	User	Yeah . My name… my name is Andy .
230	Spoken_6	Clerk	Ok. And may I have your address ?
231	Spoken_6	User	I think you don ’ t need my address if I do the…
232	Spoken_6	Clerk	Oh !
233	Spoken_6	User	... pick-up .
234	Spoken_6	Clerk	Oh yeah ! You said you wan na pick-up ! Okay . May I have your phone number ?
235	Spoken_6	User	Yeah . My phone number is 255-321-7921 .
236	Spoken_6	Clerk	Okay . And… thank you . What would you like to order ?
237	Spoken_6	User	Yeah . So for today , I ’ d like to have <quant> two </quant> <pizza_type> pepperoni </pizza_type> , and one vegan .
238	Spoken_6	Clerk	Two pepperoni and one vegan . Okay , and do you need any extra toppings for your pizzas ?
239	Spoken_6	User	Yeah . So can I have extra mozzarella cheese for both of my pepperonis ?
240	Spoken_6	Clerk	Okay .
241	Spoken_6	User	And bacon for my vegan pizza .
242	Spoken_6	Clerk	Okay . And how would you like your pizza crust ?
243	Spoken_6	User	Thin crust for <quant> two </quant> pepperonis , and deep dish for vegan .
244	Spoken_6	Clerk	Okay . And how would you like your pizza size ?
245	Spoken_6	User	Size ? Um… large for <quant> two </quant> pepperonis , and medium for vegan .
246	Spoken_6	Clerk	Okay . And do you need any side dishes ? Or drinks ?
247	Spoken_6	User	Yeah . Um… can I have a green salad ?
248	Spoken_6	Clerk	One green salad . Okay .
249	Spoken_6	User	Excuse me . How much is the green salad ?
250	Spoken_6	Clerk	Oh , the green salad is ten dollars .
251	Spoken_6	User	OK , OK. That ’ s OK .
252	Spoken_6	Clerk	OK. And do you need any drinks ?
253	Spoken_6	User	Yeah . Can I have <quant> two </quant> root beer and one ginger ale ?
254	Spoken_6	Clerk	Two root beer and one ginger ale . OK . So that ’ s… the total is <numeric> 68.5 </numeric> dollars . Is that okay ?
255	Spoken_6	User	Why is that so expensive ?
256	Spoken_6	Clerk	... why is that so expensive… um ...
257	Spoken_6	User	Can you double-check my order today ?
258	Spoken_6	Clerk	OK , OK. And ...
259	Spoken_6	User	I don ’ t expect that much .
260	Spoken_6	Clerk	OK . Your order is… <quant> two </quant> <beverage> pepperoni… </beverage>
261	Spoken_6	User	Uh-huh .
262	Spoken_6	Clerk	<address> Two pepperoni with extra mozzarella and… mozzarella cheese </address> , and thin pizza crust , and <size> large </size> size .
263	Spoken_6	User	Uh-huh .
264	Spoken_6	Clerk	And one vegan pizza with <topping> extra bacon </topping> topping ...
265	Spoken_6	User	Okay .
266	Spoken_6	Clerk	with <crust> deep dish </crust> crust and medium size .
267	Spoken_6	User	OK .
268	Spoken_6	Clerk	OK. And you ordered… your side dish is green salad , and <quant> two </quant> root beer and one ginger ale . Is that correct ?
269	Spoken_6	User	Oh . Excuse me , maybe I don ’ t want… I don ’ t want to have green salad today , and also ...
270	Spoken_6	Clerk	Oh .
271	Spoken_6	User	For drinks… only two root beer would be enough . Yeah .
272	Spoken_6	Clerk	So you don ’ t need… green salad and ... ginger ale ?
273	Spoken_6	User	Yeah , exactly .
274	Spoken_6	Clerk	Oh , so… okay . Only two root beers . No side dish .
275	Spoken_6	User	OK. yeah .
276	Spoken_6	Clerk	OK . So the total would be… 55 dollars .
277	Spoken_6	User	Okay .
278	Spoken_6	Clerk	So the ... your order will be ready in about ... 20 minutes .
279	Spoken_6	User	Oh , 20 minutes . So if I ...
280	Spoken_6	Clerk	You can come here… yeah , you should come here after 20 minutes .
281	Spoken_6	User	And how long is it gon na take if I go for <modality> delivery </modality> option ?
282	Spoken_6	Clerk	The delivery will… if you go delivery , I think… it will take about 40 minutes .
283	Spoken_6	User	Oh , okay . Sounds okay to me . And can I go with the <modality> delivery </modality> option ?
284	Spoken_6	Clerk	Oh , okay . Change for <modality> delivery </modality> . So may I have your address , sir ?
285	Spoken_6	User	Yeah , sure . So my address is <numeric> 3925 </numeric> Adams Lane Northeast , Seattle .
286	Spoken_6	Clerk	Okay . Okay . So the delivery… three dollars of delivery fee will be charged . Is that okay ?
287	Spoken_6	User	Yeah .
288	Spoken_6	Clerk	Okay . The total would be 58 dollars .
289	Spoken_6	User	OK .
290	Spoken_6	Clerk	OK . Thank you for your order . Have a nice day .
291	Spoken_6	User	Wait… do you need my card information ?
292	Spoken_6	Clerk	I think you said you ’ d like to <modality> pick up </modality> .
293	Spoken_6	User	Yeah , but I changed to <modality> delivery </modality> option . So ...
294	Spoken_6	Clerk	Oh , okay .
295	Spoken_6	User	... you need my ...
296	Spoken_6	Clerk	Do you… do you need to… Do you like to pay in cash or credit card ?
297	Spoken_6	User	Yeah , go for a credit card . yeah .
298	Spoken_6	Clerk	Oh , okay . You ’ d like to pay in credit card . So may I have your credit card number ?
299	Spoken_6	User	Yeah , sure . So my card type is MyCard . And ...
300	Spoken_6	Clerk	OK .
301	Spoken_6	User	Credit card number is <numeric> 12345 </numeric> .
302	Spoken_6	Clerk	OK .
303	Spoken_6	User	And the expiration… expiration date is end of the year .
304	Spoken_6	Clerk	OK. OK . Thank you for your ... Thank you for your order .
305	Spoken_6	User	OK , thank you .
306	Spoken_6	Clerk	Thank you . Have a nice day .
307	Spoken_6	User	You too .
308	Spoken_6	Clerk	Bye .
309	Spoken_6	User	Bye .
310	Text_1	Clerk	Hello , it 's UW pizza !
311	Text_1	User	I would like to order <quant> 1 </quant> <pizza_type> veggie supreme </pizza_type> .
312	Text_1	Clerk	ok , may I have your name first , please ?
313	Text_1	User	My name is John Doe .
314	Text_1	Clerk	Ok John , do you need extra toppings on your <pizza_type> veggie supreme </pizza_type> ?
315	Text_1	User	No , thanks .
316	Text_1	Clerk	Ok , what kind of pizza crusts would you like to have ?
317	Text_1	User	What kind of pizza crusts do you have ?
318	Text_1	Clerk	We got thin , regular , deep dish , and gluten-free .
319	Text_1	User	Then I would like to have a <crust> deep dish </crust> crust , please .
320	Text_1	Clerk	Ok , what size of pizza would you like to have ?
321	Text_1	User	Large .
322	Text_1	Clerk	Ok , would you like to have any sides ?
323	Text_1	User	No , please .
324	Text_1	Clerk	do you need any drinks ?
325	Text_1	User	No , thanks .
326	Text_1	Clerk	That 's alright ! Would you like to <modality> pick up </modality> or deliver your order today ?
327	Text_1	User	I 'd go for pick-up .
328	Text_1	Clerk	May I have your address and phone number , please ?
329	Text_1	User	Why do you need my address ?
330	Text_1	Clerk	Oh ! My bad . May I have your phone number , please ?
331	Text_1	User	Oh , that 's OK. My phone number is 206-123-4567 .
332	Text_1	Clerk	Got you ! So your order for today is <numeric> 16 </numeric> dollars . What would you like to pay today ?
333	Text_1	User	Could I decide that when I arrive ?
334	Text_1	Clerk	Yeah , that 's totally fine ! And you are all set ! please come to <modality> pick up </modality> your order in <time> 25 minutes </time> .
335	Text_1	User	Ok , I 'll be there soon . Bye !
336	Text_1	Clerk	Ok , have a wonderful day .
337	Text_2	Clerk	Hello , it 's UW pizza !
338	Text_2	User	Hi , I ’ d like to order 1 Hawaiian pizza , <quant> 1 </quant> <pizza_type> 4 cheese </pizza_type> pizza , and <quant> 1 </quant> vegan pizza .
339	Text_2	Clerk	Ok , may I have your name , please ?
340	Text_2	User	I ’ m John .
341	Text_2	Clerk	Ok John , would you like to have extra toppings on your pizzas ?
342	Text_2	User	Yes , extra Provolone cheese for Hawaiian , please .
343	Text_2	Clerk	Ok , any toppings for <pizza_type> 4 cheese </pizza_type> pizza and vegan pizza ?
344	Text_2	User	No , thanks .
345	Text_2	Clerk	Ok , what kind of pizza crusts would you like to have ?
346	Text_2	User	Deep dish for all .
347	Text_2	Clerk	And what size of pizzas would you like to have ?
348	Text_2	User	All 3 are <size> large </size> .
349	Text_2	Clerk	No problem , do you need any sides today ?
350	Text_2	User	1 green salad , please .
351	Text_2	Clerk	Ok , do you need any drinks ?
352	Text_2	User	1 lemon soda and 2 root beers .
353	Text_2	Clerk	Nice ! Would you like to <modality> pick up </modality> or deliver your order today ?
354	Text_2	User	How much would it cost for <modality> delivery </modality> ?
355	Text_2	Clerk	That will charge 3 more dollars on the <modality> delivery </modality> .
356	Text_2	User	OK , nice . Then delivery , please .
357	Text_2	Clerk	Wonderful , may I have your address and phone number ?
358	Text_2	User	My address is <address> 1410 NE Campus Parkway </address> , Seattle , my phone number is 206-123-4567 .
359	Text_2	Clerk	Ok , so your order for today is <numeric> 73 </numeric> dollars .
360	Text_2	User	Got it .
361	Text_2	Clerk	How would you like to pay today ?
362	Text_2	User	In cash .
363	Text_2	Clerk	Ok ! So the <modality> delivery </modality> is about 30 minutes . Is that ok ?
364	Text_2	User	Ok , sure !
365	Text_2	Clerk	Nice , have a nice day .
366	Text_3	Clerk	Hello , it 's UW pizza !
367	Text_3	User	I ’ d like to order some pizza today .
368	Text_3	Clerk	Ok , may I have your name , please ?
369	Text_3	User	John .
370	Text_3	Clerk	Hi John , what would you like to order today ?
371	Text_3	User	<quant> 2 </quant> <size> small </size> <crust> thin </crust> crust Meat Lovers , please .
372	Text_3	Clerk	Any extra toppings ?
373	Text_3	User	No , that ’ s it .
374	Text_3	Clerk	Any sides for today ?
375	Text_3	User	1 green salad .
376	Text_3	Clerk	Ok ! Any drinks ?
377	Text_3	User	Do you have milk ?
378	Text_3	Clerk	Sorry , we don ’ t have it . But we have Cola , root beer , orange soda , lemon soda , mineral water , and ginger ale . Do you need any of them ?
379	Text_3	User	Uh… I think I don ’ t need any then .
380	Text_3	Clerk	Ok. How would you like to get your order today ? Pick-up or delivery ?
381	Text_3	User	I ’ d pick it up by myself .
382	Text_3	Clerk	Nice , may I have your phone number , please ?
383	Text_3	User	206-123-4567 .
384	Text_3	Clerk	Ok , and it will take 20 minutes to get your order ready . So please <modality> pick up </modality> your order in <time> 20 minutes </time> .
385	Text_3	User	Well , I ’ ll be there in <time> 30 minutes </time> .
386	Text_3	Clerk	Ok , that ’ s fine .
387	Text_3	User	Great ! Bye !
388	Text_3	Clerk	Bye !
389	Text_4	Clerk	Hello , it 's UW pizza ! What can I help you with ?
390	Text_4	User	Are you busy right now ? How long would it take to get my order ?
391	Text_4	Clerk	Well , it will usually take about 20 to 30 minutes to get your order ready .
392	Text_4	User	Cool .
393	Text_4	Clerk	Ok , may I have your name , please ?
394	Text_4	User	John Doe .
395	Text_4	Clerk	Hi John , what would you like to order today ?
396	Text_4	User	<quant> 1 </quant> <topping> pepperoni </topping> with <topping> extra red onions </topping> , please .
397	Text_4	Clerk	Ok , what pizza crust would you like ?
398	Text_4	User	Regular crust .
399	Text_4	Clerk	Got it . And what pizza size would you like ?
400	Text_4	User	Medium .
401	Text_4	Clerk	Would you like to have any sides ?
402	Text_4	User	Cheese sticks . Do you provide any sauce ?
403	Text_4	Clerk	Yes , we have ketchup , marinara sauce , as well as plum sauce , jalapeño jelly , barbecue sauce , honey mustard sauce , and ranch dressing . You can pick one .
404	Text_4	User	Give me some ketchup , please .
405	Text_4	Clerk	Ok. Would you like to have any drinks ?
406	Text_4	User	2 orange sodas , please .
407	Text_4	Clerk	Ok , anything else ?
408	Text_4	User	That ’ s all . Can you give me <quant> two </quant> forks ?
409	Text_4	Clerk	Ok. And how would you like to get your order today ? Pick-up or delivery ?
410	Text_4	User	I ’ ll <modality> pick up </modality> .
411	Text_4	Clerk	May I have your phone number , please ?
412	Text_4	User	My phone number is 206-123-4567 .
413	Text_4	Clerk	Ok , and your total today is <numeric> 24.5 </numeric> dollars . And you are all set . Please come to <modality> pick up </modality> your order in about <time> 30 minutes </time> .
414	Text_4	User	Ok , great !
415	Text_4	Clerk	Have a wonderful day !
416	Text_4	User	Bye !
417	Text_4	Clerk	Bye .
