	Conversation	Speaker	Transcript
167	Spoken6	Clerk	The cheapest option is water .
168	Spoken6	User	Um well I have water at home . I just want some soda , you know .
169	Spoken6	Clerk	Uh the only available soda right now is uh sprite and coke .
170	Spoken6	User	Do you have the diet versions of that ?
171	Spoken6	Clerk	Um I ’ m afraid we don ’ t .
172	Spoken6	User	Oh okay . How much is it ?
173	Spoken6	Clerk	It is <numeric> 2 </numeric> dollars .
174	Spoken6	User	Oh can you do lower ?
175	Spoken6	Clerk	Um , we-I can do lower if you buy um an extra side of um small fries ?
176	Spoken6	User	Yeah . And how much would that be ?
177	Spoken6	Clerk	Uh just $ 1.5 .
178	Spoken6	User	Uh how - so what-what ’ s the net discount I get for my drink ?
179	Spoken6	Clerk	Uh 50 cents .
180	Spoken6	User	Um , sounds like a good deal . I ’ ll-I ’ ll take it .
181	Spoken6	Clerk	Yeah . Sounds good—
182	Spoken6	User	How long would delivery take ?
183	Spoken6	Clerk	It ’ ll only take about thirty minutes .
184	Spoken6	User	Okay , see you later . Bye !
185	Spoken6	Clerk	Mm-hmm . Thank you , sir !
186	Text1	Clerk	Hi welcome to dominos , how can I help you ?
187	Text1	User	Hi , I ’ ll like to order a <size> large </size> pizza please
188	Text1	Clerk	sure what toppings
189	Text1	User	pepperonis , black <topping> olives </topping> , and jalapeños
190	Text1	Clerk	sure is that all ?
191	Text1	User	can I also get a <size> large </size> <beverage> coke </beverage> and a side salad with my pizza
192	Text1	Clerk	that ’ s ok
193	Text1	Clerk	anything else I can get you ?
194	Text1	User	nope that is all
195	Text1	Clerk	thank you please take a seat
196	Text1	Clerk	while we get your meal ready
197	Text1	User	Okay thank you !
198	Text2	Clerk	Hi welcome to dominos
199	Text2	User	hi can i get <quant> two </quant> <size> large </size> pizzas
200	Text2	Clerk	is that separately or in our 2 pizza set meal ?
201	Text2	User	2 pizza set meal I thought it was obvious ? I don ’ t want to pay more than I need to
202	Text2	Clerk	sure sir
203	Text2	Clerk	what toppings do you want on those pizzas ?
204	Text2	User	pepperonis , black <topping> olives </topping> , and jalapeños , make sure you don ’ t miss anything if you want your tip
205	Text2	Clerk	so the same on pizzas ?
206	Text2	User	yes yes yes
207	Text2	Clerk	let me just repeat your order
208	Text2	User	yessssss
209	Text2	Clerk	is that all ?
210	Text2	User	yes
211	Text2	Clerk	Ok it will be ready in <numeric> 1hr </numeric>
212	Text2	User	tell your <modality> delivery </modality> men to get it to me in <time> thirty minutes </time>
213	Text2	Clerk	I ’ ll rush them up sir
214	Text2	Clerk	see you good bye
215	Text2	User	good
216	Text3	Clerk	Welcome to dominos
217	Text3	User	Hi I ’ ll like to order a <size> large </size> pizza
218	Text3	Clerk	sure what toppings ?
219	Text3	User	Please make it one half mushroom and <quant> one </quant> <pizza_type> half pepperoni </pizza_type> and don ’ t mix them . My son is allergic to mushroom .
220	Text3	Clerk	Ok do you want me to cut the pizza into 2 and put them into separate boxes to make sure they don ’ t mix during the <modality> delivery </modality> ?
221	Text3	User	Yes that ’ ll be very helpful
222	Text3	Clerk	In fact I think the best way is to order 2 medium pizzas instead . Usually that will be a bit more expensive but I ’ ll apply a special coupon for you . This will make it the same price for you
223	Text3	Clerk	Is this ok ?
224	Text3	User	Yes , thank you for being so accommodating
225	Text3	Clerk	you ’ re welcome ! your pizza will be ready in an hour
226	Text3	User	thank you !
227	Text4	Clerk	Hey there
228	Text4	Clerk	what can i get you man
229	Text4	User	Hi I was wondering if I can place an order for a <size> large </size> pizza ?
230	Text4	Clerk	Sure - I ’ m assuming it ’ s meatball pizza ? That ’ s our best selling <quant> one </quant>
231	Text4	User	That sounds good , yeah I ’ ll have that
232	Text4	Clerk	Cool I ’ ll pair that up with the set yeah ?
233	Text4	User	if that ’ s not too much trouble !
234	Text4	Clerk	ok that will be $ 156 for a meatball pizza , 2 soda and 2 sets of lobster bisque
235	Text4	User	yes thank you for taking the time to take my order , hope I wasn ’ t bothering you too much
236	Text4	Clerk	Cool delivery is extra for $ 20 . Your meal is ready in 2hrs .
237	Text4	User	that all sounds good , thank you !
238	Text5	Clerk	Welcome to dominos
239	Text5	User	Hi I ’ ll like to order a <size> large </size> pizza with pepperonis and <topping> olives </topping> , can you get it to me in a half hour ?
240	Text5	User	I ’ m in a rush
241	Text5	Clerk	Sure no problem sir - you should try our famous sides with it
242	Text5	Clerk	Hot crispy fries are the best company for pizza
243	Text5	User	no thank you , I just want the pizza
244	Text5	Clerk	How about a bottle coke ? What ’ s a pizza without a drink ?
245	Text5	User	I have drinks at home
246	Text5	Clerk	I see ! No problem - in this case desserts sound good for you - nothing beats having a cold ice cream after our hot pizzas
247	Text5	User	PLEASE JUST GIVE ME MY PIZZA I AM IN A RUSH ! ! !
248	Text5	Clerk	No problem ! Thank you !
249	Text6	Clerk	Welcome to dominos
250	Text6	User	Hi I wanted to order a <size> large </size> pizza . I have a coupon with me with code XXXXX , can you check if it ’ s valid ?
251	Text6	Clerk	Sure just a second
252	Text6	Clerk	That is valid
253	Text6	Clerk	What do you want on that pizza ?
254	Text6	User	are there any discounts if I choose a certain amount of toppings ?
255	Text6	Clerk	Your coupons includes 1 topping . Beyond that , it will be $ 3 per topping
256	Text6	User	I only want <pizza_type> pepperoni </pizza_type> then
257	Text6	Clerk	sorry it ran out
258	Text6	User	chicken then
259	Text6	Clerk	sorry that ran out too
260	Text6	User	what do you have available then
261	Text6	Clerk	we only have veggies and <topping> bacon strips </topping>
262	Text6	User	<topping> bacon </topping> strips please
263	Text6	Clerk	actually the last portions of bacon strips were just used
264	Text6	Clerk	sorry about that
265	Text6	User	veggies
266	Text6	Clerk	cool
267	Text6	Clerk	It will be sent to you in an hour
268	Text7	Clerk	welcome to dominos
269	Text7	User	is this a bot ? I don ’ t wan na talk to no bot , I want a real human talking to me
270	Text7	Clerk	I ’ m a person ! what pizza do you want
271	Text7	User	get me a <size> large </size> pizza and get it to me asap
272	Text7	Clerk	ok cool that will be $ 30 for our <size> large </size> <pizza_type> pepperoni </pizza_type> pizza
273	Text7	User	I don ’ t want <pizza_type> pepperoni </pizza_type> , I want jalapeños and make sure there ’ s a lot
274	Text7	Clerk	dude you should have said that earlier . I already placed an order for it
275	Text7	User	why didn ’ t you wait for me to confirm ! ? ? ? don ’ t you know the customer is always right ? ? ?
276	Text7	User	you know what , cancel my order
277	Text7	User	I don ’ t want your pizza anymore
278	Text7	Clerk	that ’ s no possible
279	Text7	Clerk	you can cancel it but you still have to pay for it
280	Text7	User	fine but you better not expect me to tip your driver
281	Text7	Clerk	no worries our tip is included in our <address> $ 20 delivery fee </address>
282	Text7	User	UGH FINE
283	Text7	Clerk	that ’ s on top of the pizza
284	Text7	User	good riddance
285	Text7	Clerk	goodbye
286	Text8	Clerk	Welcome to dominos
287	Text8	User	hi I was wondering if I can place an order for a <size> large </size> pizza please ?
288	Text8	Clerk	Sure what toppings would you like
289	Text8	User	can I get pepperonis and jalapeños please , if that ’ s not too much trouble ?
290	Text8	Clerk	we ran out of both . Sorry about that
291	Text8	User	oh no ! sorry , can I get black <topping> olives </topping> and chicken instead ?
292	Text8	Clerk	yes to chicken but black <topping> olives </topping> is not available either . How about <topping> green olives </topping> ?
293	Text8	User	yes that sounds good
294	Text8	Clerk	actually we are also running out of dough for a <size> large </size> pizza . I only have enough for a <size> medium </size> on . It that fine ?
295	Text8	User	no problem at all !
296	Text8	Clerk	ok thank you for understanding ! your pizza will be with you in an hour
297	Text9	Clerk	welcome to dominos
298	Text9	User	Hi I want a <size> large </size> pizza with chicken and <topping> mushrooms </topping> . Can I get <pizza_type> vegan cheese </pizza_type> ? My whole family is lactose intolerant .
299	Text9	Clerk	That ok ! Can I get you some drink with that - they also do not contain milk ?
300	Text9	User	I have drinks at home . We ’ re diabetic so we also can not consume sugar , so it ’ s best to trust the drinks at home , you understand right ?
301	Text9	Clerk	I understand . You should try our chicken drumlets with that pizza though - it ’ s not sweet at all !
302	Text9	User	well I suppose we can try it
303	Text9	Clerk	Sure let ’ s top that off with our sugar-free ice cream ? we have double chocolate and vanilla favours
304	Text9	User	No thank you , I have a rule that no desserts after 6pm . It gets the kids too hyper
305	Text9	User	Just the pizza and the chicken drumlets please
306	Text9	Clerk	ok. That will be delivered in <address> 1 hour </address>
307	Text10	Clerk	welcome to dominos
308	Text10	User	Hi I want <quant> 20 </quant> <size> large </size> pizzas
309	Text10	Clerk	sure what toppings would you like ?
310	Text10	User	Make 5 have <topping> mushrooms </topping> and chicken but no <topping> olives </topping> , 5 with <topping> olives </topping> and <topping> mushrooms </topping> and chicken , 5 with all the toppings you have , and <quant> 5 </quant> with all the toppings you have but placed in alphabetical order pls
311	Text10	Clerk	I have over 20 toppings you sure you would like that ?
312	Text10	User	Yes
313	Text10	User	In fact double the toppings for <quant> 5 </quant> pizzas
314	Text10	Clerk	on the 5 pizzas with all the toppings ?
315	Text10	User	Yes
316	Text10	Clerk	sure
317	Text10	Clerk	Sir , because there are so many pizzas , it might be easy for them to be mixed up
318	Text10	Clerk	should I colour code the boxes for you ?
319	Text10	User	That ’ s okay , none of us are allergic , I think
320	Text10	Clerk	sure . Do you want some drinks with those pizza ?
321	Text10	User	Yes , please get us one of each of the sodas and then one with all the sodas mixed together , but don ’ t label which is which
322	Text10	Clerk	I see . Because there are many pizzas , they usually take time to be delivery . However , I can send your order out to our drivers in batches to save you time . Do you want that ?
323	Text10	User	Yes , get them as soon as you can please ! We ’ ll tip generously !
324	Text10	Clerk	Thank you ! And enjoy your meal !
325	Text11	Clerk	Welcome to Domino ’ s ! How can I help you today ?
326	Text11	User	Can I get a <size> large </size> pizza with <quant> four </quant> <beverage> cheeses </beverage>
327	Text11	Clerk	That sounds good sir . Is there anything else you want with the pizza ?
328	Text11	User	I also want a <size> large </size> <pizza_type> bottle </pizza_type> of diet coke please
329	Text11	Clerk	Okay , so to confirm
330	Text11	User	Yes that is my order
331	Text11	Clerk	Will your address be the one listed as XXX ?
332	Text11	User	Yes that ’ s right
333	Text11	Clerk	We can get your order to you in about an hour
334	Text11	Clerk	Does that sound good ?
335	Text11	User	Thank you
336	Text11	Clerk	Thank you for choosing Domino 's !
337	Text12	Clerk	Welcome to Domino ’ s ! How can I help you today ?
338	Text12	User	I want a <size> large </size> <pizza_type> meatball </pizza_type> pizza and a bottle of coke delivered to me asap
339	Text12	Clerk	We can get you the <size> large </size> meatball pizza and a bottle of coke , but I ’ m afraid that since it is dinner time , our drivers are very busy , so it will take at least an hour to deliver to you . I really hope you can understand !
340	Text12	User	What ?
341	Text12	User	My order only takes 30 minutes usually
342	Text12	User	what ’ s with your drivers ?
343	Text12	User	I want my order and I want it delivered to me in <numeric> 30m </numeric>
344	Text12	Clerk	I know , sir , and I ’ m really sorry . Please don ’ t be upset , I can ’ t stand knowing that my customers aren ’ t happy .
345	Text12	Clerk	We ’ ll do the best we can to make this a positive experience for you
346	Text12	User	if you don ’ t want your customers to be unhappy , get my pizza here fast
347	Text12	Clerk	I understand , sir . Thank you for placing your order and choosing Domino ’ s !
348	Text13	Clerk	Welcome to Papa John ’ s ! How can I help you ?
349	Text13	User	I want a <size> large </size> pizza
350	Text13	User	I want to have half and half
351	Text13	User	so on the first half i ’ ll have <topping> sausage </topping> and <topping> tomatoes </topping>
352	Text13	User	and the second half chicken and peppers ( only red peppers though , please <modality> pick out </modality> the green and yellow ones )
353	Text13	Clerk	Okay . Two halves can get easily mixed together though , if it would be more convenient , we can make it <quant> two </quant> <size> whole </size> pizzas with no extra cost !
354	Text13	User	you mean I can get a whole pizza more for free ?
355	Text13	Clerk	Yes but it would be a small pizza , adding any sides would cost extra however .
356	Text13	User	ok sure that ’ s great thank you so much
357	Text13	Clerk	No problem ! Thank you for choosing Papa John ’ s !
358	Text14	Clerk	Hey welcome to Domino ’ s what can I get you
359	Text14	User	Can I get a <size> small </size> pizza please ?
360	Text14	Clerk	why , are you trying to lose weight or something ? You know you should get at least a <size> medium </size> pizza
361	Text14	User	Hmm I usually don ’ t eat that much
362	Text14	User	But you ’ re right I will get a <size> medium </size> pizza instead
363	Text14	Clerk	Now you ’ re talking ! What kind of toppings do you want
364	Text14	User	just some peppers and roasted chicken
365	Text14	Clerk	eww who likes peppers but you do you I guess . Anything else ?
366	Text14	User	No that ’ s all thank you so much for your suggestion !
367	Text14	Clerk	Finally my suggestions are being appreciated .
368	Text14	Clerk	Your order is placed
369	Text14	Clerk	goodbye
370	Text15	Clerk	Welcome to Papa John ’ s ! How may I help you ?
371	Text15	User	Can i get a <size> large </size> <pizza_type> sausage </pizza_type> pizza fast ?
372	Text15	User	I need to get to work asap
373	Text15	Clerk	Certainly ! But you know you can order up to <quant> three </quant> toppings for free ?
374	Text15	Clerk	You should choose more if you like
375	Text15	User	I don ’ t need any of that - just my pizza will do
376	Text15	Clerk	Okay , how about drinks ? You can ’ t eat pizza without a cool refreshing drink on the side !
377	Text15	User	I have my own thank you
378	Text15	User	Please get my pizza here asap
379	Text15	Clerk	Okay , your order is placed
380	Text15	Clerk	Thank you for choosing Papa John 's !
381	Text15	User	Thank you
382	Text16	Clerk	Welcome to Domino ’ s ! How can I help you ?
383	Text16	User	I have a coupon with me
384	Text16	User	it says i can get <quant> 2 </quant> <size> large </size> pizza for <quant> 9.99 </quant>
385	Text16	Clerk	I checked your coupon and it ’ s valid !
386	Text16	User	Nice how many toppings can I get with that ?
387	Text16	Clerk	You can choose up to <quant> 3 </quant>
388	Text16	Clerk	but I ’ m afraid that we ’ ve run out of most veggie toppings
389	Text16	User	ok I will like <topping> sausage peppers </topping> and chicken
390	Text16	Clerk	Hold on , I just checked with the chef , we also ran out of chicken
391	Text16	User	how about <pizza_type> pepperoni </pizza_type> ?
392	Text16	Clerk	Yes we have that
393	Text16	User	That ’ s also
394	Text16	Clerk	You can choose one more topping
395	Text16	User	( can the prev sentence )
396	Text16	User	I would like some roast beef
397	Text16	Clerk	Alright , would you like any sides with that ? We ’ re out of everything but fries and drumsticks
398	Text16	User	can I have <quant> 12 </quant> drumlets please ? I believe I have a coupon for them at <numeric> 2.99 </numeric>
399	Text16	Clerk	That is another valid coupon !
400	Text16	Clerk	Anything else with your order ?
401	Text16	User	nope that ’ s all
402	Text16	Clerk	Okay ! Thank you for choosing Domino 's !
403	Text17	Clerk	Welcome to Domino ’ s , what do you want
404	Text17	User	I want a <size> large </size> <pizza_type> good old pepperoni </pizza_type> pizza
405	Text17	Clerk	Boring old <pizza_type> pepperoni </pizza_type> ? Come on , you should get our classic meatball and peppers pizza which is far superior
406	Text17	User	Come on <pizza_type> pepperoni </pizza_type> is the best
407	Text17	User	just get me my pizza and go away with your poor tast
408	Text17	User	taste
409	Text17	Clerk	Whatever man , I ’ m not the one eating it . So do you want any sides or what
410	Text17	User	nah just the pizza
411	Text17	User	speedy delivery ?
412	Text17	Clerk	For real ? It ’ s rush hour . At best you can expect the pizza in an hour
413	Text17	User	hurry your <modality> delivery </modality> man up !
414	Text17	User	They riding snails or something ?
415	Text17	Clerk	Okay , okay , jeez calm down . We ’ ll get your order to ya
416	Text17	Clerk	Thanks for ordering
417	Text17	User	That ’ s more like it . Bye
418	Text18	Clerk	Welcome to Pizza Hut . How can I help you ?
419	Text18	User	I would like a <size> large </size> pizza
420	Text18	User	I would like to customise it though
